neuron_id,n_pre,n_post,Mean_pre,Mean_post,Diff,U,p,sig,response_second_window
1448,169.0,31.0,2.156581829356407,4.629527956403558,2.4729461270471504,1016.0,2.0120574433167468e-07,True,activated
1452,169.0,31.0,0.5467759611491491,0.5878155010630558,0.04103953991390674,2458.5,1.253564119124471,False,non responder
1455,169.0,31.0,2.197093626608134,6.601870547788499,4.404776921180365,567.0,1.4810096086544042e-11,True,activated
1458,169.0,31.0,0.6896402236060434,0.07262580710315614,-0.6170144165028872,3128.5,0.19837331055186624,False,non responder
1459,169.0,31.0,3.2308682139979488,4.5192908608258096,1.2884226468278608,1580.0,0.0012740492530614028,True,activated
1460,169.0,31.0,5.317652787432053,5.488457252420816,0.17080446498876345,1595.0,0.0015280089023672423,False,non responder
1461,169.0,31.0,2.8693306945775308,6.401142052246815,3.5318113576692842,677.5,1.9319619054277803e-10,True,activated
1463,169.0,31.0,2.4727161107383306,4.288427513326396,1.8157114025880654,1295.5,2.2726852670282243e-05,True,activated
1465,169.0,31.0,0.45546942978500216,2.0858859488485484,1.6304165190635462,1112.0,1.0751554174275632e-06,True,activated
1467,169.0,31.0,0.10095466901678131,1.038701303171918,0.9377466341551366,2190.0,0.009154757167026599,True,activated
1469,169.0,31.0,-0.773422039561678,0.6505940939744693,1.4240161335361474,1613.5,0.0018891975679974032,True,activated
1470,169.0,31.0,0.35075730547664724,1.299516787939783,0.9487594824631358,1452.5,0.00023336320957216533,True,activated
1471,169.0,31.0,-0.722422245658237,-0.9666114913365452,-0.24418924567830824,3000.5,0.44372269054327895,False,non responder
1474,169.0,31.0,1.0504128708147658,5.63902346679586,4.588610595981094,543.5,8.697702620943883e-12,True,activated
1475,169.0,31.0,0.6258812864182624,2.5185120373974472,1.8926307509791849,1101.0,8.660105737696828e-07,True,activated
1479,169.0,31.0,1.3878107198341314,4.4932174215185805,3.105406701684449,669.5,1.6017230236092806e-10,True,activated
1480,169.0,31.0,1.1246149065293596,3.168048815489377,2.0434339089600178,1151.0,2.103672314657821e-06,True,activated
1481,169.0,31.0,0.8772233384553668,1.101617526590276,0.22439418813490908,2051.0,0.12769970412395706,False,non responder
1482,169.0,31.0,0.1579336783323338,2.9853887703117694,2.8274550919794357,617.0,2.5905449800169864e-11,True,activated
1483,169.0,31.0,1.212463297176789,3.135485003797623,1.9230217066208342,1028.0,1.4733106308066917e-07,True,activated
1484,169.0,31.0,0.1733983060989046,1.2612462548925627,1.087847948793658,1339.0,2.8742881219959156e-05,True,activated
1485,169.0,31.0,1.6977606311367262,4.049397708403075,2.3516370772663486,849.5,4.3768892290101624e-09,True,activated
1486,169.0,31.0,1.2924935989091206,1.7043119948752528,0.4118183959661321,1777.5,0.007712697430398619,True,activated
