neuron_id,oscillation,mean_angle,var,p,session_name,group_name,experiment_name,group,neuron_type,width_basepost,mean_firing_rate,cv_isi_burst
1107,theta,-2.59,0.97,0.73,hamilton_02,citalopram_continuation,HAMILTON,CIT,SR,61.532198841574456,1.848889889225928,0.423017663587326
1110,delta,1.57,0.79,0.56,hamilton_02,citalopram_continuation,HAMILTON,CIT,SIR,,0.6848462208940302,0.9338144009802378
1110,theta,2.66,0.92,0.87,hamilton_02,citalopram_continuation,HAMILTON,CIT,SIR,,0.6848462208940302,0.9338144009802378
1111,delta,1.74,0.97,0.43,hamilton_02,citalopram_continuation,HAMILTON,CIT,SR,53.26667507046449,1.557159605474432,0.4718301139174745
1111,theta,-1.84,0.98,0.56,hamilton_02,citalopram_continuation,HAMILTON,CIT,SR,53.26667507046449,1.557159605474432,0.4718301139174745
1114,delta,-3.12,0.98,0.07,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,FF,70.71648568054621,12.608173992061706,0.5843545447850504
1114,theta,0.84,0.98,0.01,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,FF,70.71648568054621,12.608173992061706,0.5843545447850504
1116,delta,2.76,0.9,0.0,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SR,86.54650868647255,7.777172280364164,0.791083946734529
1116,theta,1.83,0.99,0.29,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SR,86.54650868647255,7.777172280364164,0.791083946734529
1118,delta,2.95,0.74,0.0,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SR,94.73692797120812,,0.9835210267455988
1118,theta,-2.3,0.98,0.85,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SR,94.73692797120812,,0.9835210267455988
1119,delta,2.67,0.84,0.0,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,71.93243093319091,0.7655154095692207,0.8910314933995589
1119,theta,2.5,0.98,0.85,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,71.93243093319091,0.7655154095692207,0.8910314933995589
1121,delta,1.99,0.95,0.01,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SR,70.29599762578948,3.179586384512855,0.8449304671262783
1121,theta,1.1,0.99,0.64,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SR,70.29599762578948,3.179586384512855,0.8449304671262783
1123,delta,2.58,0.96,0.0,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,FF,22.6145285986384,7.287191865198807,0.6872998912098607
1123,theta,1.01,0.96,0.0,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,FF,22.6145285986384,7.287191865198807,0.6872998912098607
1124,delta,2.31,0.94,0.0,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,49.233773954673154,2.863639779736637,0.8142345716633288
1124,theta,0.66,0.95,0.01,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,49.233773954673154,2.863639779736637,0.8142345716633288
1127,delta,-3.02,0.99,0.82,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SR,61.981490402876005,3.4603471097702587,0.3563713567521691
1127,theta,2.29,0.97,0.3,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SR,61.981490402876005,3.4603471097702587,0.3563713567521691
1128,delta,-2.93,0.73,0.0,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,,,0.9190489639843468
1128,theta,0.55,0.91,0.44,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,,,0.9190489639843468
1129,delta,-3.03,0.98,0.51,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SR,58.7466992616709,3.780848357798536,0.3487626041568439
1129,theta,1.93,0.97,0.26,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SR,58.7466992616709,3.780848357798536,0.3487626041568439
1131,delta,3.04,0.84,0.0,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,21.801262648147656,1.1706429208235951,0.9845319574642688
1131,theta,0.56,0.99,0.85,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,21.801262648147656,1.1706429208235951,0.9845319574642688
1133,delta,3.0,0.58,0.0,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,24.47815008631881,,1.19319593723987
1133,theta,-1.05,0.8,0.13,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,24.47815008631881,,1.19319593723987
1134,delta,1.02,0.91,0.22,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,40.2657207501741,,0.9249498737790036
1134,theta,0.11,0.98,0.79,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,40.2657207501741,,0.9249498737790036
1136,delta,2.92,0.81,0.0,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SR,83.08290189967425,1.0458404227444449,0.904304080647276
1136,theta,1.88,0.95,0.17,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SR,83.08290189967425,1.0458404227444449,0.904304080647276
1137,delta,2.69,0.84,0.0,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,29.19185467055373,0.6782395756362073,1.0246649762272146
1137,theta,1.59,0.96,0.4,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,29.19185467055373,0.6782395756362073,1.0246649762272146
1138,delta,2.89,0.9,0.0,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,47.10041887612866,1.6995663139964237,0.9343065784664544
1138,theta,1.82,0.97,0.37,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,47.10041887612866,1.6995663139964237,0.9343065784664544
1139,delta,3.1,0.95,0.1,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,42.609527718839246,1.4521679114118555,0.9169156065020856
1139,theta,0.49,0.97,0.42,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,42.609527718839246,1.4521679114118555,0.9169156065020856
1140,delta,2.96,0.86,0.0,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,51.44499823700147,0.5300860653625594,1.03633601929225
1140,theta,1.46,0.95,0.36,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,51.44499823700147,0.5300860653625594,1.03633601929225
1141,delta,-2.76,0.94,0.4,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,,0.7752425219786707,0.9544089508674842
1141,theta,0.16,0.97,0.4,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,,0.7752425219786707,0.9544089508674842
1142,delta,-2.75,0.99,0.91,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SR,,1.2738484852618297,0.5831017549192556
1142,theta,0.96,0.93,0.01,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SR,,1.2738484852618297,0.5831017549192556
1143,delta,1.74,0.89,0.0,hamilton_13,chronic_saline,HAMILTON,SAL,SR,57.86398959278685,3.8688846767143934,0.5023788542120055
1143,theta,1.91,0.95,0.01,hamilton_13,chronic_saline,HAMILTON,SAL,SR,57.86398959278685,3.8688846767143934,0.5023788542120055
1144,delta,1.07,0.96,0.0,hamilton_13,chronic_saline,HAMILTON,SAL,FF,30.454058813829,23.076401122805343,0.3390732015421717
1144,theta,2.78,1.0,0.89,hamilton_13,chronic_saline,HAMILTON,SAL,FF,30.454058813829,23.076401122805343,0.3390732015421717
1145,delta,3.05,0.9,0.0,hamilton_13,chronic_saline,HAMILTON,SAL,SIR,21.1725121520494,6.081507456995828,0.7960575082949276
1145,theta,2.48,0.97,0.04,hamilton_13,chronic_saline,HAMILTON,SAL,SIR,21.1725121520494,6.081507456995828,0.7960575082949276
1146,delta,0.58,0.94,0.0,hamilton_13,chronic_saline,HAMILTON,SAL,FF,37.39858377079605,19.62792479525768,0.4631122292641947
1146,theta,-2.92,0.98,0.1,hamilton_13,chronic_saline,HAMILTON,SAL,FF,37.39858377079605,19.62792479525768,0.4631122292641947
1148,delta,2.3,0.96,0.0,hamilton_13,chronic_saline,HAMILTON,SAL,SR,69.2764838571054,3.8836732053865446,0.5258957444942846
1148,theta,-2.82,0.99,0.75,hamilton_13,chronic_saline,HAMILTON,SAL,SR,69.2764838571054,3.8836732053865446,0.5258957444942846
1149,delta,0.54,0.95,0.0,hamilton_13,chronic_saline,HAMILTON,SAL,FF,35.2959159971862,19.77863233230748,0.4556841984505746
1149,theta,-3.12,0.98,0.05,hamilton_13,chronic_saline,HAMILTON,SAL,FF,35.2959159971862,19.77863233230748,0.4556841984505746
1150,delta,2.18,0.99,0.22,hamilton_13,chronic_saline,HAMILTON,SAL,FF,36.54624937383184,8.026996458636985,0.6187529693142797
1150,theta,1.74,0.99,0.47,hamilton_13,chronic_saline,HAMILTON,SAL,FF,36.54624937383184,8.026996458636985,0.6187529693142797
1151,delta,2.11,0.98,0.16,hamilton_13,chronic_saline,HAMILTON,SAL,SR,67.28575960768626,3.4812666955417084,0.2799548054027821
1151,theta,1.62,0.95,0.02,hamilton_13,chronic_saline,HAMILTON,SAL,SR,67.28575960768626,3.4812666955417084,0.2799548054027821
1152,delta,3.04,0.89,0.0,hamilton_13,chronic_saline,HAMILTON,SAL,SR,83.58078071042198,1.992884319175986,0.444791125070702
1152,theta,1.59,0.92,0.0,hamilton_13,chronic_saline,HAMILTON,SAL,SR,83.58078071042198,1.992884319175986,0.444791125070702
1153,delta,2.92,0.93,0.0,hamilton_13,chronic_saline,HAMILTON,SAL,SR,91.35080742692108,2.509928135004574,0.8647004108207773
1153,theta,2.98,0.98,0.45,hamilton_13,chronic_saline,HAMILTON,SAL,SR,91.35080742692108,2.509928135004574,0.8647004108207773
1154,delta,2.82,0.92,0.0,hamilton_13,chronic_saline,HAMILTON,SAL,SR,60.06690530403884,2.524134090511544,0.4188644251129974
1154,theta,-0.02,0.95,0.03,hamilton_13,chronic_saline,HAMILTON,SAL,SR,60.06690530403884,2.524134090511544,0.4188644251129974
1156,delta,1.44,0.0,0.51,hamilton_13,chronic_saline,HAMILTON,SAL,SR,61.55004667066103,,
1157,delta,1.5,0.94,0.73,hamilton_13,chronic_saline,HAMILTON,SAL,SR,70.82431967927329,3.988068279057544,0.8606322854106627
1157,theta,-2.87,0.89,0.35,hamilton_13,chronic_saline,HAMILTON,SAL,SR,70.82431967927329,3.988068279057544,0.8606322854106627
1158,delta,0.23,0.0,0.51,hamilton_13,chronic_saline,HAMILTON,SAL,SR,66.0366423690769,,
1159,delta,2.15,0.52,0.0,hamilton_13,chronic_saline,HAMILTON,SAL,SIR,34.88515162220227,0.5204135619512915,1.2930430142396805
1159,theta,-3.01,0.1,0.15,hamilton_13,chronic_saline,HAMILTON,SAL,SIR,34.88515162220227,0.5204135619512915,1.2930430142396805
1165,delta,-2.86,0.58,0.0,hamilton_14,citalopram_continuation,HAMILTON,CIT,SIR,,,1.282974513126661
1165,theta,2.41,0.8,0.25,hamilton_14,citalopram_continuation,HAMILTON,CIT,SIR,,,1.282974513126661
1166,delta,1.87,0.98,0.4,hamilton_14,citalopram_continuation,HAMILTON,CIT,SR,49.06479503551239,3.1188096456486702,0.5415511867601162
1166,theta,-2.92,0.98,0.51,hamilton_14,citalopram_continuation,HAMILTON,CIT,SR,49.06479503551239,3.1188096456486702,0.5415511867601162
1167,delta,2.04,0.87,0.0,hamilton_14,citalopram_continuation,HAMILTON,CIT,SIR,,0.9034678666429644,0.9994753732435344
1167,theta,2.33,0.97,0.69,hamilton_14,citalopram_continuation,HAMILTON,CIT,SIR,,0.9034678666429644,0.9994753732435344
1168,delta,-2.55,0.87,0.0,hamilton_14,citalopram_continuation,HAMILTON,CIT,SIR,63.58994836085458,1.439994498585325,0.8985968156355935
1168,theta,1.85,0.96,0.12,hamilton_14,citalopram_continuation,HAMILTON,CIT,SIR,63.58994836085458,1.439994498585325,0.8985968156355935
1170,delta,-1.11,0.77,0.0,hamilton_14,citalopram_continuation,HAMILTON,CIT,SIR,,0.5712421470072631,1.140578466873889
1170,theta,2.13,0.82,0.04,hamilton_14,citalopram_continuation,HAMILTON,CIT,SIR,,0.5712421470072631,1.140578466873889
1171,delta,-2.29,0.75,0.0,hamilton_14,citalopram_continuation,HAMILTON,CIT,SIR,,,0.9168112119200792
1171,theta,2.61,0.95,0.83,hamilton_14,citalopram_continuation,HAMILTON,CIT,SIR,,,0.9168112119200792
1172,delta,3.07,0.85,0.08,hamilton_14,citalopram_continuation,HAMILTON,CIT,SIR,68.64226005467336,,0.8672682005598693
1172,theta,1.82,0.81,0.0,hamilton_14,citalopram_continuation,HAMILTON,CIT,SIR,68.64226005467336,,0.8672682005598693
1173,delta,2.18,0.97,0.42,hamilton_14,citalopram_continuation,HAMILTON,CIT,SR,67.57020180584067,1.2498859224761,0.4607488080030798
1173,theta,1.89,0.93,0.08,hamilton_14,citalopram_continuation,HAMILTON,CIT,SR,67.57020180584067,1.2498859224761,0.4607488080030798
1174,delta,-2.36,0.69,0.0,hamilton_14,citalopram_continuation,HAMILTON,CIT,SIR,43.67130737064085,,1.0552048781721997
1174,theta,0.9,0.86,0.11,hamilton_14,citalopram_continuation,HAMILTON,CIT,SIR,43.67130737064085,,1.0552048781721997
1175,delta,1.45,0.97,0.07,hamilton_14,citalopram_continuation,HAMILTON,CIT,SR,64.6272653680274,4.134854505723071,0.6493859527599115
1175,theta,1.98,0.98,0.37,hamilton_14,citalopram_continuation,HAMILTON,CIT,SR,64.6272653680274,4.134854505723071,0.6493859527599115
1176,delta,2.04,0.98,0.7,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SR,64.28735969227185,1.0115403116937922,0.6662812149771495
1176,theta,-2.87,0.98,0.85,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SR,64.28735969227185,1.0115403116937922,0.6662812149771495
1177,delta,-2.31,0.2,0.0,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SIR,28.39203871293114,4.605111673958015,0.7338249095817397
1177,theta,-0.95,0.91,0.91,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SIR,28.39203871293114,4.605111673958015,0.7338249095817397
1178,delta,-2.27,0.99,0.4,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SR,51.15717408713684,5.222082210165214,0.4907253616690885
1178,theta,1.48,0.98,0.42,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SR,51.15717408713684,5.222082210165214,0.4907253616690885
1179,delta,-2.58,0.92,0.0,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SIR,26.55286029183644,4.828741743913492,0.5728245916203754
1179,theta,-1.82,0.95,0.0,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SIR,26.55286029183644,4.828741743913492,0.5728245916203754
1180,delta,1.98,0.87,0.0,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SIR,39.53444498458779,0.8494004485003868,0.8932141416534494
1180,theta,-2.19,0.9,0.26,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SIR,39.53444498458779,0.8494004485003868,0.8932141416534494
1181,delta,2.76,0.58,0.0,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SIR,77.16135346135266,0.9781061677644992,1.204952382839537
1181,theta,-3.06,0.95,0.47,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SIR,77.16135346135266,0.9781061677644992,1.204952382839537
1182,delta,-2.42,0.94,0.01,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SR,47.76442949555656,1.7102898668490858,0.6021986628267928
1182,theta,1.12,0.97,0.35,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SR,47.76442949555656,1.7102898668490858,0.6021986628267928
1183,delta,-2.95,0.97,0.28,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SR,63.85340158404469,1.6988434621550828,0.466007699498176
1183,theta,2.0,0.97,0.26,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SR,63.85340158404469,1.6988434621550828,0.466007699498176
1184,delta,-0.13,0.96,0.04,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,58.351002463012776,2.293048905976166,0.5227455584888125
1184,theta,1.74,0.98,0.6,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,58.351002463012776,2.293048905976166,0.5227455584888125
1185,delta,-2.45,0.42,0.13,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,,8.74360675519531,1.276428214080202
1185,theta,0.84,0.22,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,,8.74360675519531,1.276428214080202
1186,delta,0.37,0.92,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,63.4320853488739,5.233572557161805,0.837354838132038
1186,theta,2.11,0.98,0.53,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,63.4320853488739,5.233572557161805,0.837354838132038
1187,delta,2.09,0.9,0.01,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,74.73072293402404,0.7490789733532198,1.0804186642338964
1187,theta,2.96,0.94,0.48,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,74.73072293402404,0.7490789733532198,1.0804186642338964
1188,delta,-2.91,0.97,0.83,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,,1.3928962292309193,0.8497452335129727
1188,theta,-0.74,0.89,0.25,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,,1.3928962292309193,0.8497452335129727
1189,delta,-1.03,0.9,0.01,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,,1.161283876883244,0.8873991852105776
1189,theta,-0.18,0.94,0.48,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,,1.161283876883244,0.8873991852105776
1190,delta,-0.04,0.79,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,50.22754139276219,1.0809331717550603,0.8666102264019238
1190,theta,1.83,0.91,0.01,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,50.22754139276219,1.0809331717550603,0.8666102264019238
1191,delta,-0.97,0.93,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,51.573248971764286,1.750775706989817,0.8847581874765257
1191,theta,2.08,0.94,0.1,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,51.573248971764286,1.750775706989817,0.8847581874765257
1192,delta,-1.94,0.96,0.06,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,49.38868458611071,1.9124149039435887,0.9190434378739138
1192,theta,2.37,0.93,0.03,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,49.38868458611071,1.9124149039435887,0.9190434378739138
1193,delta,0.92,0.96,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,60.13649208045291,5.49824933999593,0.8000404262684733
1193,theta,2.21,0.96,0.06,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,60.13649208045291,5.49824933999593,0.8000404262684733
1194,delta,-1.08,0.8,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,61.96117437446745,0.8764523250319114,0.8818157403958918
1194,theta,1.51,0.93,0.11,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,61.96117437446745,0.8764523250319114,0.8818157403958918
1195,delta,-2.34,0.87,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,42.27399879388807,1.0818900619382066,0.9408153085257678
1195,theta,1.28,0.98,0.91,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,42.27399879388807,1.0818900619382066,0.9408153085257678
1196,delta,0.26,0.95,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,50.350681388653726,4.083093365098938,0.8310853672228464
1196,theta,2.83,0.93,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,50.350681388653726,4.083093365098938,0.8310853672228464
1197,delta,0.57,0.9,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,54.9225895574204,2.9308155364046726,0.9061427974464183
1197,theta,2.32,0.9,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,54.9225895574204,2.9308155364046726,0.9061427974464183
1198,delta,0.84,0.9,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,56.86155473568385,0.9638476799383122,0.8681296300319499
1198,theta,-2.1,0.88,0.04,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,56.86155473568385,0.9638476799383122,0.8681296300319499
1199,delta,-0.26,0.95,0.81,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,,2.010791246355399,0.6693343691234281
1199,theta,2.75,0.9,0.73,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,,2.010791246355399,0.6693343691234281
1200,delta,-0.37,0.97,0.29,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,,1.0853453974243443,0.9357492978598692
1200,theta,1.51,0.96,0.56,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,,1.0853453974243443,0.9357492978598692
1201,delta,-0.84,0.92,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,69.39785118460478,1.371193285834171,0.8038206350053267
1201,theta,0.86,0.97,0.73,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,69.39785118460478,1.371193285834171,0.8038206350053267
1202,delta,-0.17,0.83,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,53.37291644962389,2.9114441448003894,0.7368905283880562
1202,theta,-1.37,0.97,0.46,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,53.37291644962389,2.9114441448003894,0.7368905283880562
1203,delta,2.36,0.95,0.35,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,65.20873032941594,0.5477351152982467,1.0505701499760065
1203,theta,-0.69,0.96,0.77,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,65.20873032941594,0.5477351152982467,1.0505701499760065
1204,delta,1.39,0.97,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,71.79783940394884,6.182839865654531,0.731051573939264
1204,theta,2.07,0.93,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,71.79783940394884,6.182839865654531,0.731051573939264
1205,delta,2.13,0.98,0.07,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,60.72333969890988,4.268312456893271,0.7273400891844625
1205,theta,3.11,0.96,0.03,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,60.72333969890988,4.268312456893271,0.7273400891844625
1208,delta,0.79,0.91,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,54.19370281111605,0.926890977387974,0.9005982047248741
1208,theta,1.05,0.94,0.33,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,54.19370281111605,0.926890977387974,0.9005982047248741
1209,delta,-0.57,0.94,0.02,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,59.44321302837574,1.0035015046582063,0.8770578858572531
1209,theta,-0.56,0.93,0.13,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,59.44321302837574,1.0035015046582063,0.8770578858572531
1210,delta,-0.0,0.95,0.01,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,55.46897650676752,1.4337008204042003,0.8769432855186612
1210,theta,2.71,0.94,0.15,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,55.46897650676752,1.4337008204042003,0.8769432855186612
1211,delta,2.68,0.84,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,74.16951506806251,4.65431314041569,0.8162582822338726
1211,theta,2.42,0.92,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,74.16951506806251,4.65431314041569,0.8162582822338726
1212,delta,0.66,0.91,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,58.01568311026389,0.7190160265676421,1.002602752381378
1212,theta,0.82,0.96,0.69,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,58.01568311026389,0.7190160265676421,1.002602752381378
1213,delta,-1.98,0.65,0.56,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,64.44236364890568,,
1213,theta,1.81,0.47,0.23,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,64.44236364890568,,
1214,delta,-0.27,0.95,0.04,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,70.80699249910543,2.4292100757365027,0.8673242401802745
1214,theta,1.39,0.92,0.09,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,70.80699249910543,2.4292100757365027,0.8673242401802745
1215,delta,-1.28,0.98,0.43,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,51.44112361944056,3.2699369499517914,0.8158932803746013
1215,theta,2.34,0.94,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,51.44112361944056,3.2699369499517914,0.8158932803746013
1216,delta,2.99,0.96,0.35,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,68.66443100733403,0.8859008873773885,0.956561860102174
1216,theta,2.48,0.86,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,68.66443100733403,0.8859008873773885,0.956561860102174
1218,delta,-2.26,0.41,0.43,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,,,
1218,theta,0.73,0.58,0.61,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,,,
1219,delta,-0.18,0.98,0.24,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,64.56657033529493,3.566017550713523,0.3606930430827386
1219,theta,2.53,0.93,0.0,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,64.56657033529493,3.566017550713523,0.3606930430827386
1220,delta,2.8,0.84,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SIR,44.20760729638397,2.0762095057086345,1.004390538106501
1220,theta,1.4,0.96,0.05,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SIR,44.20760729638397,2.0762095057086345,1.004390538106501
1221,delta,-2.63,0.97,0.02,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,53.21516346335403,4.941180699395129,0.5342345577839123
1221,theta,1.0,0.93,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,53.21516346335403,4.941180699395129,0.5342345577839123
1222,delta,-3.02,0.95,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,49.4396649306307,3.801519921544408,0.6161597073028487
1222,theta,0.76,0.92,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,49.4396649306307,3.801519921544408,0.6161597073028487
1223,delta,1.21,0.99,0.09,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,FF,,14.427142538878352,0.5268391020329324
1223,theta,1.1,0.95,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,FF,,14.427142538878352,0.5268391020329324
1224,delta,-1.85,0.99,0.74,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,74.84792887653578,0.9781492329679764,0.817951639775453
1224,theta,0.43,0.96,0.47,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,74.84792887653578,0.9781492329679764,0.817951639775453
1226,delta,-2.9,0.89,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SIR,53.244527575668656,2.426553154260838,0.7241933317401767
1226,theta,1.28,0.91,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SIR,53.244527575668656,2.426553154260838,0.7241933317401767
1227,delta,0.74,0.99,0.39,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,FF,68.47170882599798,9.69053339613077,0.7487507764625377
1227,theta,1.49,0.93,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,FF,68.47170882599798,9.69053339613077,0.7487507764625377
1229,delta,0.87,0.95,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,FF,62.48302573061872,9.994422441783634,0.6523139142361681
