timepoint_s,cluster,quality,session_name
1042.0,act,poor,chronic_09
1044.0,act,poor,chronic_09
1046.0,act,poor,chronic_09
1048.0,act,poor,chronic_09
1050.0,act,poor,chronic_09
1052.0,act,poor,chronic_09
1054.0,act,poor,chronic_09
1056.0,act,poor,chronic_09
1058.0,act,poor,chronic_09
1060.0,act,poor,chronic_09
1062.0,act,poor,chronic_09
1064.0,act,poor,chronic_09
1066.0,act,poor,chronic_09
1068.0,act,poor,chronic_09
1070.0,act,poor,chronic_09
1072.0,act,poor,chronic_09
1074.0,act,poor,chronic_09
1076.0,act,poor,chronic_09
1078.0,sw,poor,chronic_09
1080.0,sw,poor,chronic_09
1082.0,sw,poor,chronic_09
1084.0,sw,poor,chronic_09
1086.0,sw,poor,chronic_09
1088.0,sw,poor,chronic_09
1090.0,sw,poor,chronic_09
1092.0,sw,poor,chronic_09
1094.0,sw,poor,chronic_09
1096.0,sw,poor,chronic_09
1098.0,sw,poor,chronic_09
1100.0,sw,poor,chronic_09
1102.0,sw,poor,chronic_09
1104.0,sw,poor,chronic_09
1106.0,sw,poor,chronic_09
1108.0,sw,poor,chronic_09
1110.0,sw,poor,chronic_09
1112.0,sw,poor,chronic_09
1114.0,sw,poor,chronic_09
1116.0,sw,poor,chronic_09
1118.0,sw,poor,chronic_09
1120.0,sw,poor,chronic_09
1122.0,sw,poor,chronic_09
1124.0,sw,poor,chronic_09
1126.0,sw,poor,chronic_09
1128.0,act,poor,chronic_09
1130.0,act,poor,chronic_09
1132.0,act,poor,chronic_09
1134.0,act,poor,chronic_09
1136.0,act,poor,chronic_09
1138.0,act,poor,chronic_09
1140.0,act,poor,chronic_09
1142.0,act,poor,chronic_09
1144.0,act,poor,chronic_09
1146.0,act,poor,chronic_09
1148.0,act,poor,chronic_09
1150.0,act,poor,chronic_09
1152.0,act,poor,chronic_09
1154.0,act,poor,chronic_09
1156.0,act,poor,chronic_09
1158.0,act,poor,chronic_09
1160.0,act,poor,chronic_09
1162.0,act,poor,chronic_09
1164.0,act,poor,chronic_09
1166.0,act,poor,chronic_09
1168.0,act,poor,chronic_09
1170.0,act,poor,chronic_09
1172.0,act,poor,chronic_09
1174.0,act,poor,chronic_09
1176.0,act,poor,chronic_09
1178.0,act,poor,chronic_09
1180.0,act,poor,chronic_09
1182.0,act,poor,chronic_09
1184.0,act,poor,chronic_09
1186.0,act,poor,chronic_09
1188.0,act,poor,chronic_09
1190.0,act,poor,chronic_09
1192.0,act,poor,chronic_09
1194.0,act,poor,chronic_09
1196.0,act,poor,chronic_09
1198.0,act,poor,chronic_09
1200.0,act,poor,chronic_09
1202.0,act,poor,chronic_09
1204.0,act,poor,chronic_09
1206.0,act,poor,chronic_09
1208.0,act,poor,chronic_09
1210.0,act,poor,chronic_09
1212.0,act,poor,chronic_09
1214.0,act,poor,chronic_09
1216.0,act,poor,chronic_09
1218.0,act,poor,chronic_09
1220.0,act,poor,chronic_09
1222.0,act,poor,chronic_09
1224.0,act,poor,chronic_09
1226.0,act,poor,chronic_09
1228.0,act,poor,chronic_09
1230.0,act,poor,chronic_09
1232.0,act,poor,chronic_09
1234.0,act,poor,chronic_09
1236.0,act,poor,chronic_09
1238.0,act,poor,chronic_09
1240.0,act,poor,chronic_09
1242.0,act,poor,chronic_09
1244.0,act,poor,chronic_09
1246.0,act,poor,chronic_09
1248.0,act,poor,chronic_09
1250.0,act,poor,chronic_09
1252.0,act,poor,chronic_09
1254.0,act,poor,chronic_09
1256.0,act,poor,chronic_09
1258.0,act,poor,chronic_09
1260.0,act,poor,chronic_09
1262.0,act,poor,chronic_09
1264.0,act,poor,chronic_09
1266.0,act,poor,chronic_09
1268.0,act,poor,chronic_09
1270.0,act,poor,chronic_09
1272.0,act,poor,chronic_09
1274.0,act,poor,chronic_09
1276.0,act,poor,chronic_09
1278.0,act,poor,chronic_09
1280.0,act,poor,chronic_09
1282.0,act,poor,chronic_09
1284.0,act,poor,chronic_09
1286.0,act,poor,chronic_09
1288.0,act,poor,chronic_09
1290.0,act,poor,chronic_09
1292.0,act,poor,chronic_09
1294.0,act,poor,chronic_09
1296.0,act,poor,chronic_09
1298.0,act,poor,chronic_09
1300.0,act,poor,chronic_09
1302.0,act,poor,chronic_09
1304.0,act,poor,chronic_09
1306.0,act,poor,chronic_09
1308.0,act,poor,chronic_09
1310.0,act,poor,chronic_09
1312.0,act,poor,chronic_09
1314.0,act,poor,chronic_09
1316.0,act,poor,chronic_09
1318.0,act,poor,chronic_09
1320.0,act,poor,chronic_09
1322.0,act,poor,chronic_09
1324.0,act,poor,chronic_09
1326.0,act,poor,chronic_09
1328.0,act,poor,chronic_09
1330.0,act,poor,chronic_09
1332.0,act,poor,chronic_09
1334.0,act,poor,chronic_09
1336.0,act,poor,chronic_09
1338.0,act,poor,chronic_09
1340.0,act,poor,chronic_09
1342.0,act,poor,chronic_09
1344.0,act,poor,chronic_09
1346.0,act,poor,chronic_09
1348.0,act,poor,chronic_09
1350.0,act,poor,chronic_09
1352.0,act,poor,chronic_09
1354.0,act,poor,chronic_09
1356.0,act,poor,chronic_09
1358.0,act,poor,chronic_09
1360.0,act,poor,chronic_09
1362.0,act,poor,chronic_09
1364.0,act,poor,chronic_09
1366.0,act,poor,chronic_09
1368.0,act,poor,chronic_09
1370.0,act,poor,chronic_09
1372.0,act,poor,chronic_09
1374.0,act,poor,chronic_09
1376.0,act,poor,chronic_09
1378.0,act,poor,chronic_09
1380.0,act,poor,chronic_09
1382.0,act,poor,chronic_09
1384.0,act,poor,chronic_09
1386.0,act,poor,chronic_09
1388.0,act,poor,chronic_09
1390.0,act,poor,chronic_09
1392.0,act,poor,chronic_09
1394.0,act,poor,chronic_09
1396.0,act,poor,chronic_09
1398.0,act,poor,chronic_09
1400.0,act,poor,chronic_09
1402.0,act,poor,chronic_09
1404.0,act,poor,chronic_09
1406.0,act,poor,chronic_09
1408.0,act,poor,chronic_09
1410.0,act,poor,chronic_09
1412.0,act,poor,chronic_09
1414.0,act,poor,chronic_09
1416.0,act,poor,chronic_09
1418.0,act,poor,chronic_09
1420.0,act,poor,chronic_09
1422.0,act,poor,chronic_09
1424.0,act,poor,chronic_09
1426.0,act,poor,chronic_09
1428.0,act,poor,chronic_09
1430.0,act,poor,chronic_09
1432.0,act,poor,chronic_09
1434.0,act,poor,chronic_09
1436.0,act,poor,chronic_09
1438.0,act,poor,chronic_09
1440.0,act,poor,chronic_09
1442.0,act,poor,chronic_09
1444.0,act,poor,chronic_09
1446.0,act,poor,chronic_09
1448.0,act,poor,chronic_09
1450.0,act,poor,chronic_09
1452.0,act,poor,chronic_09
1454.0,act,poor,chronic_09
1456.0,act,poor,chronic_09
1458.0,act,poor,chronic_09
1460.0,act,poor,chronic_09
1462.0,act,poor,chronic_09
1464.0,act,poor,chronic_09
1466.0,act,poor,chronic_09
1468.0,act,poor,chronic_09
1470.0,act,poor,chronic_09
1472.0,act,poor,chronic_09
1474.0,act,poor,chronic_09
1476.0,act,poor,chronic_09
1478.0,act,poor,chronic_09
1480.0,act,poor,chronic_09
1482.0,act,poor,chronic_09
1484.0,act,poor,chronic_09
1486.0,act,poor,chronic_09
1488.0,act,poor,chronic_09
1490.0,act,poor,chronic_09
1492.0,act,poor,chronic_09
1494.0,act,poor,chronic_09
1496.0,act,poor,chronic_09
1498.0,act,poor,chronic_09
1500.0,act,poor,chronic_09
1502.0,act,poor,chronic_09
1504.0,act,poor,chronic_09
1506.0,act,poor,chronic_09
1508.0,act,poor,chronic_09
1510.0,act,poor,chronic_09
1512.0,act,poor,chronic_09
1514.0,act,poor,chronic_09
1516.0,act,poor,chronic_09
1518.0,act,poor,chronic_09
1520.0,act,poor,chronic_09
1522.0,act,poor,chronic_09
1524.0,act,poor,chronic_09
1526.0,act,poor,chronic_09
1528.0,act,poor,chronic_09
1530.0,act,poor,chronic_09
1532.0,act,poor,chronic_09
1534.0,act,poor,chronic_09
1536.0,act,poor,chronic_09
1538.0,act,poor,chronic_09
1540.0,act,poor,chronic_09
1542.0,act,poor,chronic_09
1544.0,act,poor,chronic_09
1546.0,act,poor,chronic_09
1548.0,act,poor,chronic_09
1550.0,act,poor,chronic_09
1552.0,act,poor,chronic_09
1554.0,act,poor,chronic_09
1556.0,act,poor,chronic_09
1558.0,act,poor,chronic_09
1560.0,act,poor,chronic_09
1562.0,act,poor,chronic_09
1564.0,act,poor,chronic_09
1566.0,act,poor,chronic_09
1568.0,act,poor,chronic_09
1570.0,act,poor,chronic_09
1572.0,act,poor,chronic_09
1574.0,act,poor,chronic_09
1576.0,act,poor,chronic_09
1578.0,act,poor,chronic_09
1580.0,act,poor,chronic_09
1582.0,act,poor,chronic_09
1584.0,act,poor,chronic_09
1586.0,act,poor,chronic_09
1588.0,act,poor,chronic_09
1590.0,act,poor,chronic_09
1592.0,act,poor,chronic_09
1594.0,act,poor,chronic_09
1596.0,act,poor,chronic_09
1598.0,act,poor,chronic_09
1600.0,act,poor,chronic_09
1602.0,act,poor,chronic_09
1604.0,act,poor,chronic_09
1606.0,act,poor,chronic_09
1608.0,act,poor,chronic_09
1610.0,act,poor,chronic_09
1612.0,act,poor,chronic_09
1614.0,act,poor,chronic_09
1616.0,act,poor,chronic_09
1618.0,act,poor,chronic_09
1620.0,act,poor,chronic_09
1622.0,act,poor,chronic_09
1624.0,act,poor,chronic_09
1626.0,act,poor,chronic_09
1628.0,act,poor,chronic_09
1630.0,act,poor,chronic_09
1632.0,act,poor,chronic_09
1634.0,act,poor,chronic_09
1636.0,act,poor,chronic_09
1638.0,act,poor,chronic_09
1640.0,act,poor,chronic_09
1642.0,act,poor,chronic_09
1644.0,act,poor,chronic_09
1646.0,act,poor,chronic_09
1648.0,act,poor,chronic_09
1650.0,act,poor,chronic_09
1652.0,act,poor,chronic_09
1654.0,act,poor,chronic_09
1656.0,act,poor,chronic_09
1658.0,act,poor,chronic_09
1660.0,act,poor,chronic_09
1662.0,act,poor,chronic_09
1664.0,act,poor,chronic_09
1666.0,act,poor,chronic_09
1668.0,act,poor,chronic_09
1670.0,act,poor,chronic_09
1672.0,act,poor,chronic_09
1674.0,act,poor,chronic_09
1676.0,act,poor,chronic_09
1678.0,act,poor,chronic_09
1680.0,act,poor,chronic_09
1682.0,act,poor,chronic_09
1684.0,act,poor,chronic_09
1686.0,act,poor,chronic_09
1688.0,act,poor,chronic_09
1690.0,act,poor,chronic_09
1692.0,act,poor,chronic_09
1694.0,act,poor,chronic_09
1696.0,act,poor,chronic_09
1698.0,act,poor,chronic_09
1700.0,act,poor,chronic_09
1702.0,act,poor,chronic_09
1704.0,act,poor,chronic_09
1706.0,act,poor,chronic_09
1708.0,act,poor,chronic_09
1710.0,act,poor,chronic_09
1712.0,act,poor,chronic_09
1714.0,act,poor,chronic_09
1716.0,act,poor,chronic_09
1718.0,act,poor,chronic_09
1720.0,act,poor,chronic_09
1722.0,act,poor,chronic_09
1724.0,act,poor,chronic_09
1726.0,act,poor,chronic_09
1728.0,act,poor,chronic_09
1730.0,act,poor,chronic_09
1732.0,act,poor,chronic_09
1734.0,act,poor,chronic_09
1736.0,act,poor,chronic_09
1738.0,act,poor,chronic_09
1740.0,act,poor,chronic_09
1742.0,act,poor,chronic_09
1744.0,act,poor,chronic_09
1746.0,act,poor,chronic_09
1748.0,act,poor,chronic_09
1750.0,act,poor,chronic_09
1752.0,act,poor,chronic_09
1754.0,act,poor,chronic_09
1756.0,act,poor,chronic_09
1758.0,act,poor,chronic_09
1760.0,act,poor,chronic_09
1762.0,act,poor,chronic_09
1764.0,act,poor,chronic_09
1766.0,act,poor,chronic_09
1768.0,act,poor,chronic_09
1770.0,act,poor,chronic_09
1772.0,act,poor,chronic_09
1774.0,act,poor,chronic_09
1776.0,act,poor,chronic_09
1778.0,act,poor,chronic_09
1780.0,act,poor,chronic_09
1782.0,act,poor,chronic_09
1784.0,act,poor,chronic_09
1786.0,act,poor,chronic_09
1788.0,act,poor,chronic_09
1790.0,act,poor,chronic_09
1792.0,act,poor,chronic_09
1794.0,act,poor,chronic_09
1796.0,act,poor,chronic_09
1798.0,act,poor,chronic_09
0.0,act,good,hamilton_01
2.0,act,good,hamilton_01
4.0,act,good,hamilton_01
6.0,act,good,hamilton_01
8.0,act,good,hamilton_01
10.0,act,good,hamilton_01
12.0,act,good,hamilton_01
14.0,act,good,hamilton_01
16.0,act,good,hamilton_01
18.0,act,good,hamilton_01
20.0,act,good,hamilton_01
22.0,act,good,hamilton_01
24.0,act,good,hamilton_01
26.0,act,good,hamilton_01
28.0,act,good,hamilton_01
30.0,act,good,hamilton_01
32.0,act,good,hamilton_01
34.0,act,good,hamilton_01
36.0,act,good,hamilton_01
38.0,act,good,hamilton_01
40.0,act,good,hamilton_01
42.0,act,good,hamilton_01
44.0,act,good,hamilton_01
46.0,act,good,hamilton_01
48.0,act,good,hamilton_01
50.0,act,good,hamilton_01
52.0,act,good,hamilton_01
54.0,act,good,hamilton_01
56.0,act,good,hamilton_01
58.0,act,good,hamilton_01
60.0,act,good,hamilton_01
62.0,act,good,hamilton_01
64.0,act,good,hamilton_01
66.0,act,good,hamilton_01
68.0,act,good,hamilton_01
70.0,act,good,hamilton_01
72.0,act,good,hamilton_01
74.0,act,good,hamilton_01
76.0,act,good,hamilton_01
78.0,act,good,hamilton_01
80.0,act,good,hamilton_01
82.0,act,good,hamilton_01
84.0,act,good,hamilton_01
86.0,act,good,hamilton_01
88.0,act,good,hamilton_01
90.0,act,good,hamilton_01
92.0,act,good,hamilton_01
94.0,act,good,hamilton_01
96.0,act,good,hamilton_01
98.0,act,good,hamilton_01
100.0,act,good,hamilton_01
102.0,act,good,hamilton_01
104.0,act,good,hamilton_01
106.0,sw,good,hamilton_01
108.0,sw,good,hamilton_01
110.0,sw,good,hamilton_01
112.0,sw,good,hamilton_01
114.0,sw,good,hamilton_01
116.0,sw,good,hamilton_01
118.0,sw,good,hamilton_01
120.0,sw,good,hamilton_01
122.0,sw,good,hamilton_01
124.0,sw,good,hamilton_01
126.0,sw,good,hamilton_01
128.0,sw,good,hamilton_01
130.0,sw,good,hamilton_01
132.0,sw,good,hamilton_01
134.0,sw,good,hamilton_01
136.0,sw,good,hamilton_01
138.0,sw,good,hamilton_01
140.0,sw,good,hamilton_01
142.0,sw,good,hamilton_01
144.0,sw,good,hamilton_01
146.0,sw,good,hamilton_01
148.0,sw,good,hamilton_01
150.0,sw,good,hamilton_01
152.0,sw,good,hamilton_01
154.0,sw,good,hamilton_01
156.0,sw,good,hamilton_01
158.0,sw,good,hamilton_01
160.0,sw,good,hamilton_01
162.0,sw,good,hamilton_01
164.0,sw,good,hamilton_01
166.0,sw,good,hamilton_01
168.0,sw,good,hamilton_01
170.0,sw,good,hamilton_01
172.0,sw,good,hamilton_01
174.0,sw,good,hamilton_01
176.0,sw,good,hamilton_01
178.0,sw,good,hamilton_01
180.0,sw,good,hamilton_01
182.0,sw,good,hamilton_01
184.0,sw,good,hamilton_01
186.0,sw,good,hamilton_01
188.0,sw,good,hamilton_01
190.0,sw,good,hamilton_01
192.0,sw,good,hamilton_01
194.0,sw,good,hamilton_01
196.0,sw,good,hamilton_01
198.0,sw,good,hamilton_01
200.0,sw,good,hamilton_01
202.0,sw,good,hamilton_01
204.0,sw,good,hamilton_01
206.0,sw,good,hamilton_01
208.0,sw,good,hamilton_01
210.0,sw,good,hamilton_01
212.0,sw,good,hamilton_01
214.0,sw,good,hamilton_01
216.0,sw,good,hamilton_01
218.0,sw,good,hamilton_01
220.0,sw,good,hamilton_01
222.0,sw,good,hamilton_01
224.0,sw,good,hamilton_01
226.0,sw,good,hamilton_01
228.0,sw,good,hamilton_01
230.0,sw,good,hamilton_01
232.0,sw,good,hamilton_01
234.0,sw,good,hamilton_01
236.0,sw,good,hamilton_01
238.0,sw,good,hamilton_01
240.0,sw,good,hamilton_01
242.0,sw,good,hamilton_01
244.0,sw,good,hamilton_01
246.0,sw,good,hamilton_01
248.0,sw,good,hamilton_01
250.0,sw,good,hamilton_01
252.0,sw,good,hamilton_01
254.0,sw,good,hamilton_01
256.0,sw,good,hamilton_01
258.0,sw,good,hamilton_01
260.0,sw,good,hamilton_01
262.0,sw,good,hamilton_01
264.0,sw,good,hamilton_01
266.0,sw,good,hamilton_01
268.0,sw,good,hamilton_01
270.0,sw,good,hamilton_01
272.0,sw,good,hamilton_01
274.0,sw,good,hamilton_01
276.0,sw,good,hamilton_01
278.0,sw,good,hamilton_01
280.0,sw,good,hamilton_01
282.0,sw,good,hamilton_01
284.0,sw,good,hamilton_01
286.0,sw,good,hamilton_01
288.0,sw,good,hamilton_01
290.0,sw,good,hamilton_01
292.0,sw,good,hamilton_01
294.0,sw,good,hamilton_01
296.0,sw,good,hamilton_01
298.0,sw,good,hamilton_01
300.0,sw,good,hamilton_01
302.0,sw,good,hamilton_01
304.0,sw,good,hamilton_01
306.0,sw,good,hamilton_01
308.0,sw,good,hamilton_01
310.0,sw,good,hamilton_01
312.0,sw,good,hamilton_01
314.0,sw,good,hamilton_01
316.0,sw,good,hamilton_01
318.0,sw,good,hamilton_01
320.0,sw,good,hamilton_01
322.0,sw,good,hamilton_01
324.0,sw,good,hamilton_01
326.0,sw,good,hamilton_01
328.0,sw,good,hamilton_01
330.0,sw,good,hamilton_01
332.0,sw,good,hamilton_01
334.0,sw,good,hamilton_01
336.0,sw,good,hamilton_01
338.0,sw,good,hamilton_01
340.0,sw,good,hamilton_01
342.0,sw,good,hamilton_01
344.0,sw,good,hamilton_01
346.0,sw,good,hamilton_01
348.0,sw,good,hamilton_01
350.0,sw,good,hamilton_01
352.0,sw,good,hamilton_01
354.0,sw,good,hamilton_01
356.0,sw,good,hamilton_01
358.0,sw,good,hamilton_01
360.0,sw,good,hamilton_01
362.0,sw,good,hamilton_01
364.0,sw,good,hamilton_01
366.0,sw,good,hamilton_01
368.0,sw,good,hamilton_01
370.0,sw,good,hamilton_01
372.0,sw,good,hamilton_01
374.0,sw,good,hamilton_01
376.0,sw,good,hamilton_01
378.0,sw,good,hamilton_01
380.0,sw,good,hamilton_01
382.0,sw,good,hamilton_01
384.0,sw,good,hamilton_01
386.0,sw,good,hamilton_01
388.0,sw,good,hamilton_01
390.0,sw,good,hamilton_01
392.0,sw,good,hamilton_01
394.0,sw,good,hamilton_01
396.0,sw,good,hamilton_01
398.0,sw,good,hamilton_01
400.0,sw,good,hamilton_01
402.0,sw,good,hamilton_01
404.0,sw,good,hamilton_01
406.0,sw,good,hamilton_01
408.0,sw,good,hamilton_01
410.0,act,good,hamilton_01
412.0,act,good,hamilton_01
414.0,act,good,hamilton_01
416.0,act,good,hamilton_01
418.0,act,good,hamilton_01
420.0,act,good,hamilton_01
422.0,act,good,hamilton_01
424.0,act,good,hamilton_01
426.0,act,good,hamilton_01
428.0,act,good,hamilton_01
430.0,act,good,hamilton_01
432.0,act,good,hamilton_01
434.0,act,good,hamilton_01
436.0,act,good,hamilton_01
438.0,act,good,hamilton_01
440.0,act,good,hamilton_01
442.0,act,good,hamilton_01
444.0,act,good,hamilton_01
446.0,act,good,hamilton_01
448.0,act,good,hamilton_01
450.0,act,good,hamilton_01
452.0,act,good,hamilton_01
454.0,act,good,hamilton_01
456.0,act,good,hamilton_01
458.0,act,good,hamilton_01
460.0,act,good,hamilton_01
462.0,act,good,hamilton_01
464.0,act,good,hamilton_01
466.0,act,good,hamilton_01
468.0,act,good,hamilton_01
470.0,act,good,hamilton_01
472.0,act,good,hamilton_01
474.0,act,good,hamilton_01
476.0,act,good,hamilton_01
478.0,act,good,hamilton_01
480.0,act,good,hamilton_01
482.0,act,good,hamilton_01
484.0,act,good,hamilton_01
486.0,act,good,hamilton_01
488.0,act,good,hamilton_01
490.0,act,good,hamilton_01
492.0,act,good,hamilton_01
494.0,act,good,hamilton_01
496.0,act,good,hamilton_01
498.0,act,good,hamilton_01
500.0,act,good,hamilton_01
502.0,act,good,hamilton_01
504.0,act,good,hamilton_01
506.0,act,good,hamilton_01
508.0,act,good,hamilton_01
510.0,act,good,hamilton_01
512.0,act,good,hamilton_01
514.0,act,good,hamilton_01
516.0,act,good,hamilton_01
518.0,act,good,hamilton_01
520.0,act,good,hamilton_01
522.0,act,good,hamilton_01
524.0,act,good,hamilton_01
526.0,act,good,hamilton_01
528.0,act,good,hamilton_01
530.0,act,good,hamilton_01
532.0,act,good,hamilton_01
534.0,act,good,hamilton_01
536.0,act,good,hamilton_01
538.0,act,good,hamilton_01
540.0,act,good,hamilton_01
542.0,act,good,hamilton_01
544.0,act,good,hamilton_01
546.0,act,good,hamilton_01
548.0,act,good,hamilton_01
550.0,act,good,hamilton_01
552.0,act,good,hamilton_01
554.0,act,good,hamilton_01
556.0,act,good,hamilton_01
558.0,act,good,hamilton_01
560.0,act,good,hamilton_01
562.0,act,good,hamilton_01
564.0,act,good,hamilton_01
566.0,act,good,hamilton_01
568.0,act,good,hamilton_01
570.0,act,good,hamilton_01
572.0,act,good,hamilton_01
574.0,act,good,hamilton_01
576.0,act,good,hamilton_01
578.0,act,good,hamilton_01
580.0,act,good,hamilton_01
582.0,act,good,hamilton_01
584.0,act,good,hamilton_01
586.0,act,good,hamilton_01
588.0,act,good,hamilton_01
590.0,act,good,hamilton_01
592.0,act,good,hamilton_01
594.0,act,good,hamilton_01
596.0,act,good,hamilton_01
598.0,act,good,hamilton_01
600.0,act,good,hamilton_01
602.0,act,good,hamilton_01
604.0,act,good,hamilton_01
606.0,act,good,hamilton_01
608.0,act,good,hamilton_01
610.0,act,good,hamilton_01
612.0,act,good,hamilton_01
614.0,act,good,hamilton_01
616.0,act,good,hamilton_01
618.0,act,good,hamilton_01
620.0,act,good,hamilton_01
622.0,act,good,hamilton_01
624.0,act,good,hamilton_01
626.0,act,good,hamilton_01
628.0,act,good,hamilton_01
630.0,act,good,hamilton_01
632.0,act,good,hamilton_01
634.0,act,good,hamilton_01
636.0,act,good,hamilton_01
638.0,act,good,hamilton_01
640.0,act,good,hamilton_01
642.0,act,good,hamilton_01
644.0,act,good,hamilton_01
646.0,act,good,hamilton_01
648.0,act,good,hamilton_01
650.0,act,good,hamilton_01
652.0,act,good,hamilton_01
654.0,act,good,hamilton_01
656.0,act,good,hamilton_01
658.0,act,good,hamilton_01
660.0,act,good,hamilton_01
662.0,act,good,hamilton_01
664.0,act,good,hamilton_01
666.0,act,good,hamilton_01
668.0,act,good,hamilton_01
670.0,act,good,hamilton_01
672.0,act,good,hamilton_01
674.0,act,good,hamilton_01
676.0,act,good,hamilton_01
678.0,act,good,hamilton_01
680.0,act,good,hamilton_01
682.0,act,good,hamilton_01
684.0,act,good,hamilton_01
686.0,act,good,hamilton_01
688.0,act,good,hamilton_01
690.0,act,good,hamilton_01
692.0,act,good,hamilton_01
694.0,act,good,hamilton_01
696.0,act,good,hamilton_01
698.0,act,good,hamilton_01
700.0,act,good,hamilton_01
702.0,act,good,hamilton_01
704.0,act,good,hamilton_01
706.0,act,good,hamilton_01
708.0,act,good,hamilton_01
710.0,act,good,hamilton_01
712.0,act,good,hamilton_01
714.0,act,good,hamilton_01
716.0,act,good,hamilton_01
718.0,act,good,hamilton_01
720.0,act,good,hamilton_01
722.0,act,good,hamilton_01
724.0,act,good,hamilton_01
726.0,act,good,hamilton_01
728.0,sw,good,hamilton_01
730.0,sw,good,hamilton_01
732.0,sw,good,hamilton_01
734.0,sw,good,hamilton_01
736.0,sw,good,hamilton_01
738.0,sw,good,hamilton_01
740.0,sw,good,hamilton_01
742.0,act,good,hamilton_01
744.0,act,good,hamilton_01
746.0,act,good,hamilton_01
748.0,sw,good,hamilton_01
750.0,sw,good,hamilton_01
752.0,sw,good,hamilton_01
754.0,sw,good,hamilton_01
756.0,sw,good,hamilton_01
758.0,sw,good,hamilton_01
760.0,sw,good,hamilton_01
762.0,act,good,hamilton_01
764.0,act,good,hamilton_01
766.0,act,good,hamilton_01
768.0,act,good,hamilton_01
770.0,act,good,hamilton_01
772.0,act,good,hamilton_01
774.0,act,good,hamilton_01
776.0,act,good,hamilton_01
778.0,act,good,hamilton_01
780.0,act,good,hamilton_01
782.0,act,good,hamilton_01
784.0,act,good,hamilton_01
786.0,act,good,hamilton_01
788.0,act,good,hamilton_01
790.0,act,good,hamilton_01
792.0,act,good,hamilton_01
794.0,act,good,hamilton_01
796.0,sw,good,hamilton_01
798.0,sw,good,hamilton_01
800.0,sw,good,hamilton_01
802.0,sw,good,hamilton_01
804.0,sw,good,hamilton_01
806.0,sw,good,hamilton_01
808.0,sw,good,hamilton_01
810.0,sw,good,hamilton_01
812.0,sw,good,hamilton_01
814.0,sw,good,hamilton_01
816.0,sw,good,hamilton_01
818.0,sw,good,hamilton_01
820.0,sw,good,hamilton_01
822.0,sw,good,hamilton_01
824.0,sw,good,hamilton_01
826.0,sw,good,hamilton_01
828.0,sw,good,hamilton_01
830.0,sw,good,hamilton_01
832.0,sw,good,hamilton_01
834.0,sw,good,hamilton_01
836.0,sw,good,hamilton_01
838.0,sw,good,hamilton_01
840.0,sw,good,hamilton_01
842.0,sw,good,hamilton_01
844.0,sw,good,hamilton_01
846.0,sw,good,hamilton_01
848.0,sw,good,hamilton_01
850.0,sw,good,hamilton_01
852.0,sw,good,hamilton_01
854.0,sw,good,hamilton_01
856.0,sw,good,hamilton_01
858.0,sw,good,hamilton_01
860.0,sw,good,hamilton_01
862.0,sw,good,hamilton_01
864.0,sw,good,hamilton_01
866.0,sw,good,hamilton_01
868.0,sw,good,hamilton_01
870.0,sw,good,hamilton_01
872.0,sw,good,hamilton_01
874.0,sw,good,hamilton_01
876.0,sw,good,hamilton_01
878.0,sw,good,hamilton_01
880.0,sw,good,hamilton_01
882.0,sw,good,hamilton_01
884.0,sw,good,hamilton_01
886.0,sw,good,hamilton_01
888.0,sw,good,hamilton_01
890.0,sw,good,hamilton_01
892.0,sw,good,hamilton_01
894.0,sw,good,hamilton_01
896.0,sw,good,hamilton_01
898.0,sw,good,hamilton_01
900.0,sw,good,hamilton_01
902.0,sw,good,hamilton_01
904.0,sw,good,hamilton_01
906.0,sw,good,hamilton_01
908.0,sw,good,hamilton_01
910.0,sw,good,hamilton_01
912.0,sw,good,hamilton_01
914.0,sw,good,hamilton_01
916.0,sw,good,hamilton_01
918.0,sw,good,hamilton_01
920.0,sw,good,hamilton_01
922.0,sw,good,hamilton_01
924.0,sw,good,hamilton_01
926.0,sw,good,hamilton_01
928.0,sw,good,hamilton_01
930.0,sw,good,hamilton_01
932.0,sw,good,hamilton_01
934.0,sw,good,hamilton_01
936.0,sw,good,hamilton_01
938.0,sw,good,hamilton_01
940.0,sw,good,hamilton_01
942.0,sw,good,hamilton_01
944.0,sw,good,hamilton_01
946.0,sw,good,hamilton_01
948.0,sw,good,hamilton_01
950.0,sw,good,hamilton_01
952.0,sw,good,hamilton_01
954.0,sw,good,hamilton_01
956.0,sw,good,hamilton_01
958.0,sw,good,hamilton_01
960.0,sw,good,hamilton_01
962.0,sw,good,hamilton_01
964.0,sw,good,hamilton_01
966.0,sw,good,hamilton_01
968.0,sw,good,hamilton_01
970.0,sw,good,hamilton_01
972.0,sw,good,hamilton_01
974.0,sw,good,hamilton_01
976.0,sw,good,hamilton_01
978.0,sw,good,hamilton_01
980.0,sw,good,hamilton_01
982.0,sw,good,hamilton_01
984.0,sw,good,hamilton_01
986.0,sw,good,hamilton_01
988.0,sw,good,hamilton_01
990.0,sw,good,hamilton_01
992.0,sw,good,hamilton_01
994.0,sw,good,hamilton_01
996.0,sw,good,hamilton_01
998.0,sw,good,hamilton_01
1000.0,sw,good,hamilton_01
1002.0,sw,good,hamilton_01
1004.0,sw,good,hamilton_01
1006.0,sw,good,hamilton_01
1008.0,sw,good,hamilton_01
1010.0,sw,good,hamilton_01
1012.0,sw,good,hamilton_01
