Source,ddof1,ddof2,F,p-unc,np2,neuron_id,p_adj,session_name,neuron_type,group
block,2,1796,1.87,0.16,0.0,1178,0.16,hamilton_05,SR,DIS
block,2,1796,9.87,0.0,0.01,1179,0.0,hamilton_05,SIR,DIS
block,2,1796,142.78,0.0,0.14,1180,0.0,hamilton_05,SIR,DIS
block,2,1796,35.67,0.0,0.04,1181,0.0,hamilton_05,SIR,DIS
block,2,1796,783.14,0.0,0.47,1182,0.0,hamilton_05,SR,DIS
block,2,1796,135.43,0.0,0.13,1183,0.0,hamilton_05,SR,DIS
block,2,1796,30.87,0.0,0.03,1184,0.0,hamilton_17,SR,DIS
block,2,1796,18.93,0.0,0.02,1186,0.0,hamilton_17,SR,DIS
block,2,1796,5.56,0.0,0.01,1187,0.0,hamilton_17,SIR,DIS
block,2,1796,326.1,0.0,0.27,1190,0.0,hamilton_17,SIR,DIS
block,2,1796,7.55,0.0,0.01,1191,0.0,hamilton_17,SIR,DIS
block,2,1796,25.04,0.0,0.03,1192,0.0,hamilton_17,SIR,DIS
block,2,1796,364.88,0.0,0.29,1193,0.0,hamilton_17,SR,DIS
block,2,1796,160.92,0.0,0.15,1194,0.0,hamilton_17,SIR,DIS
block,2,1796,118.07,0.0,0.12,1195,0.0,hamilton_17,SIR,DIS
block,2,1796,231.94,0.0,0.21,1196,0.0,hamilton_17,SIR,DIS
block,2,1796,7.69,0.0,0.01,1197,0.0,hamilton_17,SIR,DIS
block,2,1796,17.39,0.0,0.02,1198,0.0,hamilton_17,SIR,DIS
block,2,1796,1.85,0.16,0.0,1201,0.16,hamilton_17,SR,DIS
block,2,1796,213.2,0.0,0.19,1202,0.0,hamilton_17,SIR,DIS
block,2,1796,45.46,0.0,0.05,1203,0.0,hamilton_17,SIR,DIS
block,2,1796,224.68,0.0,0.2,1204,0.0,hamilton_17,SR,DIS
block,2,1796,164.76,0.0,0.16,1205,0.0,hamilton_17,SR,DIS
block,2,1796,26.35,0.0,0.03,1208,0.0,hamilton_17,SIR,DIS
block,2,1796,19.38,0.0,0.02,1209,0.0,hamilton_17,SIR,DIS
block,2,1796,86.02,0.0,0.09,1210,0.0,hamilton_17,SIR,DIS
block,2,1796,244.01,0.0,0.21,1211,0.0,hamilton_17,SR,DIS
block,2,1796,276.31,0.0,0.24,1212,0.0,hamilton_17,SIR,DIS
block,2,1796,84.61,0.0,0.09,1214,0.0,hamilton_17,SR,DIS
block,2,1796,210.93,0.0,0.19,1215,0.0,hamilton_17,SIR,DIS
block,2,1796,98.56,0.0,0.1,1216,0.0,hamilton_17,SIR,DIS
block,2,1796,77.28,0.0,0.08,1219,0.0,hamilton_17,SR,DIS
block,2,1796,192.37,0.0,0.18,1220,0.0,hamilton_18,SIR,DIS
block,2,1796,10.52,0.0,0.01,1221,0.0,hamilton_18,SR,DIS
block,2,1796,597.13,0.0,0.4,1222,0.0,hamilton_18,SR,DIS
block,2,1796,301.85,0.0,0.25,1224,0.0,hamilton_18,SR,DIS
block,2,1796,111.86,0.0,0.11,1226,0.0,hamilton_18,SIR,DIS
block,2,1796,94.44,0.0,0.1,1227,0.0,hamilton_18,FF,DIS
block,2,1796,140.86,0.0,0.14,1229,0.0,hamilton_18,FF,DIS
block,2,1796,275.82,0.0,0.23,1230,0.0,hamilton_18,FF,DIS
block,2,1796,422.52,0.0,0.32,1231,0.0,hamilton_18,SR,DIS
block,2,1796,387.8,0.0,0.3,1232,0.0,hamilton_18,SR,DIS
block,2,1796,880.06,0.0,0.49,1233,0.0,hamilton_18,SR,DIS
block,2,1796,8.6,0.0,0.01,1234,0.0,hamilton_18,SR,DIS
block,2,1796,116.31,0.0,0.11,1235,0.0,hamilton_18,SR,DIS
block,2,1796,1728.93,0.0,0.66,1236,0.0,hamilton_18,SIR,DIS
block,2,1796,202.65,0.0,0.18,1237,0.0,hamilton_18,SR,DIS
block,2,1796,405.39,0.0,0.31,1238,0.0,hamilton_18,FF,DIS
block,2,1796,199.51,0.0,0.18,1240,0.0,hamilton_18,SIR,DIS
block,2,1796,790.72,0.0,0.47,1241,0.0,hamilton_18,SR,DIS
block,2,1796,92.16,0.0,0.09,1242,0.0,hamilton_18,SR,DIS
block,2,1796,915.21,0.0,0.5,1244,0.0,hamilton_18,SIR,DIS
block,2,1796,79.31,0.0,0.08,1245,0.0,hamilton_18,SIR,DIS
block,2,1796,51.52,0.0,0.05,1250,0.0,hamilton_23,SIR,CIT
block,2,1796,1.83,0.16,0.0,1255,0.16,hamilton_23,SR,CIT
block,2,1796,313.23,0.0,0.26,1261,0.0,hamilton_23,SR,CIT
block,2,1796,111.18,0.0,0.11,1263,0.0,hamilton_23,SIR,CIT
block,2,1796,27.95,0.0,0.03,1264,0.0,hamilton_23,SR,CIT
block,2,1796,223.2,0.0,0.2,1265,0.0,hamilton_23,SIR,CIT
block,2,1796,59.6,0.0,0.06,1266,0.0,hamilton_23,SIR,CIT
block,2,1796,472.74,0.0,0.34,1267,0.0,hamilton_23,SR,CIT
block,2,1796,602.86,0.0,0.4,1269,0.0,hamilton_23,SR,CIT
block,2,1796,147.95,0.0,0.14,1270,0.0,hamilton_23,SR,CIT
block,2,1796,841.98,0.0,0.48,1272,0.0,hamilton_23,SIR,CIT
block,2,1796,18.94,0.0,0.02,1273,0.0,hamilton_23,SIR,CIT
block,2,1796,29.14,0.0,0.03,1274,0.0,hamilton_23,SR,CIT
block,2,1796,1030.1,0.0,0.53,1276,0.0,hamilton_23,SR,CIT
block,2,1796,298.91,0.0,0.25,1277,0.0,hamilton_23,SIR,CIT
block,2,1796,158.15,0.0,0.15,1280,0.0,hamilton_23,SIR,CIT
block,2,1796,111.19,0.0,0.11,1281,0.0,hamilton_23,SIR,CIT
block,2,1796,72.22,0.0,0.07,1283,0.0,hamilton_23,SIR,CIT
block,2,1796,4.92,0.01,0.01,1284,0.01,hamilton_23,SR,CIT
block,2,1796,2590.58,0.0,0.74,1285,0.0,hamilton_23,SR,CIT
block,2,1796,5.96,0.0,0.01,1287,0.0,hamilton_23,SIR,CIT
block,2,1796,60.96,0.0,0.06,1289,0.0,hamilton_23,SR,CIT
block,2,1796,59.94,0.0,0.06,1291,0.0,hamilton_23,SIR,CIT
block,2,1796,3.93,0.02,0.0,1292,0.02,hamilton_23,SR,CIT
block,2,1796,1066.92,0.0,0.54,1294,0.0,hamilton_23,SIR,CIT
block,2,1796,117.21,0.0,0.12,1299,0.0,hamilton_23,SIR,CIT
block,2,1796,43.54,0.0,0.05,1301,0.0,hamilton_23,SR,CIT
block,2,1796,388.14,0.0,0.3,1302,0.0,hamilton_23,SIR,CIT
block,2,1796,232.43,0.0,0.21,1303,0.0,hamilton_23,SIR,CIT
block,2,1796,5.69,0.0,0.01,1305,0.0,hamilton_23,SIR,CIT
block,2,1796,1117.26,0.0,0.55,1312,0.0,hamilton_23,SR,CIT
block,2,1796,51.55,0.0,0.05,1314,0.0,hamilton_23,SIR,CIT
block,2,1796,71.85,0.0,0.07,1315,0.0,hamilton_23,SR,CIT
block,2,1796,76.24,0.0,0.08,1316,0.0,hamilton_23,SR,CIT
block,2,1796,422.64,0.0,0.32,1317,0.0,hamilton_23,SR,CIT
block,2,1796,22.43,0.0,0.02,1318,0.0,hamilton_23,SIR,CIT
block,2,1796,31.11,0.0,0.03,1319,0.0,hamilton_23,SIR,CIT
block,2,1796,140.13,0.0,0.13,1320,0.0,hamilton_23,SR,CIT
block,2,1796,225.84,0.0,0.2,1321,0.0,hamilton_23,SR,CIT
block,2,1796,140.22,0.0,0.14,1322,0.0,hamilton_23,SR,CIT
block,2,1796,327.62,0.0,0.27,1329,0.0,hamilton_23,SR,CIT
block,2,1796,2687.52,0.0,0.75,1330,0.0,hamilton_23,FF,CIT
block,2,1796,78.2,0.0,0.08,1331,0.0,hamilton_23,SR,CIT
block,2,1796,337.96,0.0,0.27,1332,0.0,hamilton_23,SR,CIT
block,2,1796,53.23,0.0,0.06,1333,0.0,hamilton_23,SIR,CIT
block,2,1796,19.38,0.0,0.02,1334,0.0,hamilton_23,SR,CIT
block,2,1796,108.72,0.0,0.11,1336,0.0,hamilton_23,SR,CIT
block,2,1796,677.1,0.0,0.43,1338,0.0,hamilton_23,FF,CIT
block,2,1796,21.61,0.0,0.02,1339,0.0,hamilton_23,SIR,CIT
block,2,1796,20.84,0.0,0.02,1341,0.0,hamilton_23,SR,CIT
block,2,1796,134.55,0.0,0.13,1342,0.0,hamilton_23,SIR,CIT
block,2,1796,107.35,0.0,0.11,1343,0.0,hamilton_23,SIR,CIT
block,2,1796,709.1,0.0,0.44,1345,0.0,hamilton_23,SIR,CIT
block,2,1796,51.75,0.0,0.05,1347,0.0,hamilton_23,SIR,CIT
block,2,1796,171.8,0.0,0.16,1349,0.0,hamilton_23,SR,CIT
block,2,1796,292.16,0.0,0.25,1350,0.0,hamilton_07,SIR,SAL
block,2,1796,236.79,0.0,0.21,1353,0.0,hamilton_07,SIR,SAL
block,2,1796,2393.33,0.0,0.73,1354,0.0,hamilton_07,SIR,SAL
block,2,1796,117.0,0.0,0.12,1356,0.0,hamilton_07,SR,SAL
block,2,1796,34.18,0.0,0.04,1357,0.0,hamilton_07,SR,SAL
block,2,1796,811.56,0.0,0.47,1361,0.0,hamilton_07,SR,SAL
block,2,1796,211.87,0.0,0.19,1363,0.0,hamilton_07,SR,SAL
block,2,1796,613.9,0.0,0.41,1364,0.0,hamilton_07,SR,SAL
block,2,1796,1000.0,0.0,0.53,1366,0.0,hamilton_07,SR,SAL
block,2,1796,30.33,0.0,0.03,1367,0.0,hamilton_07,SR,SAL
block,2,1796,1562.0,0.0,0.63,1368,0.0,hamilton_07,SIR,SAL
block,2,1796,290.42,0.0,0.24,1369,0.0,hamilton_07,FF,SAL
block,2,1796,113.16,0.0,0.11,1370,0.0,hamilton_07,SIR,SAL
block,2,1796,628.72,0.0,0.41,1371,0.0,hamilton_07,SR,SAL
block,2,1796,342.98,0.0,0.28,1373,0.0,hamilton_07,SR,SAL
block,2,1796,78.7,0.0,0.08,1378,0.0,hamilton_07,SR,SAL
block,2,1796,1791.09,0.0,0.67,1379,0.0,hamilton_07,SR,SAL
block,2,1796,311.13,0.0,0.26,1380,0.0,hamilton_07,SIR,SAL
block,2,1796,526.63,0.0,0.37,1383,0.0,hamilton_07,FF,SAL
block,2,1796,359.68,0.0,0.29,1384,0.0,hamilton_07,FF,SAL
block,2,1796,987.88,0.0,0.52,1385,0.0,hamilton_07,SR,SAL
block,2,1796,1811.96,0.0,0.67,1386,0.0,hamilton_07,FF,SAL
block,2,1796,853.58,0.0,0.49,1387,0.0,hamilton_07,SIR,SAL
block,2,1796,355.59,0.0,0.28,1389,0.0,hamilton_07,SR,SAL
block,2,1796,738.64,0.0,0.45,1391,0.0,hamilton_07,SR,SAL
block,2,1796,2318.57,0.0,0.72,1392,0.0,hamilton_07,SIR,SAL
block,2,1796,58.29,0.0,0.06,1394,0.0,hamilton_07,SR,SAL
block,2,1796,118.1,0.0,0.12,1395,0.0,hamilton_07,SR,SAL
block,2,1796,725.14,0.0,0.45,1398,0.0,hamilton_07,FF,SAL
block,2,1796,167.35,0.0,0.16,1401,0.0,hamilton_07,SIR,SAL
block,2,1796,850.77,0.0,0.49,1405,0.0,hamilton_07,SR,SAL
block,2,1796,799.16,0.0,0.47,1406,0.0,hamilton_07,SR,SAL
block,2,1796,17.03,0.0,0.02,1407,0.0,hamilton_07,SIR,SAL
block,2,1796,1416.63,0.0,0.61,1410,0.0,hamilton_07,SIR,SAL
block,2,1796,179.17,0.0,0.17,1412,0.0,hamilton_07,SR,SAL
block,2,1796,679.39,0.0,0.43,1413,0.0,hamilton_07,SR,SAL
block,2,1796,446.18,0.0,0.33,1414,0.0,hamilton_08,SR,CIT
block,2,1796,148.08,0.0,0.14,1416,0.0,hamilton_08,SR,CIT
block,2,1796,409.39,0.0,0.31,1417,0.0,hamilton_08,SIR,CIT
block,2,1796,277.84,0.0,0.24,1426,0.0,hamilton_08,SIR,CIT
block,2,1796,44.45,0.0,0.05,1434,0.0,hamilton_08,SIR,CIT
block,2,1796,449.74,0.0,0.33,1435,0.0,hamilton_08,SR,CIT
block,2,1796,570.23,0.0,0.39,1437,0.0,hamilton_08,SR,CIT
block,2,1796,164.94,0.0,0.16,1438,0.0,hamilton_08,SIR,CIT
block,2,1796,235.38,0.0,0.21,1439,0.0,hamilton_08,SIR,CIT
block,2,1796,224.26,0.0,0.2,1440,0.0,hamilton_08,SIR,CIT
block,2,1796,63.33,0.0,0.07,1441,0.0,hamilton_08,SIR,CIT
block,2,1796,2479.37,0.0,0.73,1442,0.0,hamilton_08,SR,CIT
block,2,1796,86.63,0.0,0.09,1443,0.0,hamilton_08,SR,CIT
block,2,1796,2852.85,0.0,0.76,1445,0.0,hamilton_08,SR,CIT
block,2,1796,289.58,0.0,0.24,1446,0.0,hamilton_08,SIR,CIT
block,2,1796,1215.27,0.0,0.58,1447,0.0,hamilton_08,SR,CIT
block,2,1796,131.6,0.0,0.13,1448,0.0,hamilton_08,SIR,CIT
block,2,1796,2378.9,0.0,0.73,1452,0.0,hamilton_08,SIR,CIT
block,2,1796,196.42,0.0,0.18,1455,0.0,hamilton_08,SIR,CIT
block,2,1796,1193.02,0.0,0.57,1458,0.0,hamilton_08,SIR,CIT
block,2,1796,2711.34,0.0,0.75,1459,0.0,hamilton_08,SIR,CIT
block,2,1796,968.91,0.0,0.52,1460,0.0,hamilton_08,SIR,CIT
block,2,1796,1897.52,0.0,0.68,1461,0.0,hamilton_08,FF,CIT
block,2,1796,222.64,0.0,0.2,1463,0.0,hamilton_08,SIR,CIT
block,2,1796,352.55,0.0,0.28,1465,0.0,hamilton_08,SIR,CIT
block,2,1796,26.04,0.0,0.03,1467,0.0,hamilton_08,SIR,CIT
block,2,1796,508.1,0.0,0.36,1469,0.0,hamilton_08,SIR,CIT
block,2,1796,467.94,0.0,0.34,1470,0.0,hamilton_08,SR,CIT
block,2,1796,46.96,0.0,0.05,1471,0.0,hamilton_08,SR,CIT
block,2,1796,206.23,0.0,0.19,1474,0.0,hamilton_08,SR,CIT
block,2,1796,172.83,0.0,0.16,1475,0.0,hamilton_08,SR,CIT
block,2,1796,304.77,0.0,0.25,1479,0.0,hamilton_08,SIR,CIT
block,2,1796,15.99,0.0,0.02,1480,0.0,hamilton_08,SIR,CIT
block,2,1796,48.81,0.0,0.05,1481,0.0,hamilton_08,SIR,CIT
block,2,1796,97.69,0.0,0.1,1482,0.0,hamilton_08,SR,CIT
block,2,1796,598.17,0.0,0.4,1483,0.0,hamilton_08,SIR,CIT
block,2,1796,737.61,0.0,0.45,1484,0.0,hamilton_08,SIR,CIT
block,2,1796,213.74,0.0,0.19,1485,0.0,hamilton_08,SIR,CIT
block,2,1796,77.41,0.0,0.08,1486,0.0,hamilton_08,SR,CIT
block,2,1796,39.87,0.0,0.04,1487,0.0,hamilton_08,SIR,CIT
block,2,1796,112.1,0.0,0.11,1488,0.0,hamilton_08,SIR,CIT
block,2,1796,532.41,0.0,0.37,1490,0.0,hamilton_08,SR,CIT
block,2,1796,32.79,0.0,0.04,1491,0.0,hamilton_08,SIR,CIT
block,2,1796,109.01,0.0,0.11,1494,0.0,hamilton_19,SR,SAL
block,2,1796,538.47,0.0,0.37,1495,0.0,hamilton_19,SR,SAL
block,2,1796,435.18,0.0,0.33,1496,0.0,hamilton_19,SR,SAL
block,2,1796,27.06,0.0,0.03,1497,0.0,hamilton_19,SR,SAL
block,2,1796,1096.55,0.0,0.55,1498,0.0,hamilton_19,SIR,SAL
block,2,1796,164.49,0.0,0.15,1499,0.0,hamilton_19,SR,SAL
block,2,1796,1189.25,0.0,0.57,1500,0.0,hamilton_19,SR,SAL
block,2,1796,288.18,0.0,0.24,1501,0.0,hamilton_19,SR,SAL
block,2,1796,357.96,0.0,0.29,1502,0.0,hamilton_19,SR,SAL
block,2,1796,604.71,0.0,0.4,1504,0.0,hamilton_19,FF,SAL
block,2,1796,58.81,0.0,0.06,1505,0.0,hamilton_19,SR,SAL
block,2,1796,532.68,0.0,0.37,1507,0.0,hamilton_19,SR,SAL
block,2,1796,347.45,0.0,0.28,1509,0.0,hamilton_19,SR,SAL
block,2,1796,299.25,0.0,0.25,1510,0.0,hamilton_19,FF,SAL
block,2,1796,957.51,0.0,0.52,1511,0.0,hamilton_19,SR,SAL
block,2,1796,270.24,0.0,0.23,1512,0.0,hamilton_19,SR,SAL
block,2,1796,1809.85,0.0,0.67,1513,0.0,hamilton_19,SR,SAL
block,2,1796,106.69,0.0,0.11,1514,0.0,hamilton_19,SR,SAL
block,2,1796,452.47,0.0,0.34,1515,0.0,hamilton_19,SR,SAL
block,2,1796,1991.36,0.0,0.69,1516,0.0,hamilton_19,SIR,SAL
block,2,1796,531.33,0.0,0.37,1517,0.0,hamilton_19,SIR,SAL
block,2,1796,2932.22,0.0,0.77,1519,0.0,hamilton_19,SIR,SAL
block,2,1796,1612.02,0.0,0.64,1521,0.0,hamilton_19,SIR,SAL
block,2,1796,7499.93,0.0,0.89,1522,0.0,hamilton_19,SIR,SAL
block,2,1796,360.16,0.0,0.29,1523,0.0,hamilton_19,SR,SAL
block,2,1796,467.72,0.0,0.34,1525,0.0,hamilton_19,SIR,SAL
block,2,1796,226.37,0.0,0.2,1526,0.0,hamilton_19,FF,SAL
block,2,1796,1311.08,0.0,0.59,1529,0.0,hamilton_19,SR,SAL
block,2,1796,624.92,0.0,0.41,1530,0.0,hamilton_19,SR,SAL
block,2,1796,890.59,0.0,0.5,1531,0.0,hamilton_19,SR,SAL
block,2,1796,200.06,0.0,0.18,1532,0.0,hamilton_19,SR,SAL
block,2,1796,10246.04,0.0,0.92,1533,0.0,hamilton_19,FF,SAL
block,2,1796,236.03,0.0,0.21,1535,0.0,hamilton_19,SIR,SAL
block,2,1796,4.01,0.02,0.0,1536,0.02,hamilton_19,FF,SAL
block,2,1796,63.12,0.0,0.07,1537,0.0,hamilton_19,SIR,SAL
block,2,1796,685.39,0.0,0.43,1538,0.0,hamilton_19,SIR,SAL
block,2,1796,2080.62,0.0,0.7,1540,0.0,hamilton_19,SR,SAL
block,2,1796,147.08,0.0,0.14,1541,0.0,hamilton_19,SR,SAL
block,2,1796,559.96,0.0,0.38,1542,0.0,hamilton_19,SIR,SAL
block,2,1796,29.91,0.0,0.03,1544,0.0,hamilton_19,SIR,SAL
block,2,1796,70.15,0.0,0.07,1547,0.0,hamilton_19,SR,SAL
block,2,1796,69.87,0.0,0.07,1548,0.0,hamilton_19,SIR,SAL
block,2,1796,2563.79,0.0,0.74,1550,0.0,hamilton_19,FF,SAL
block,2,1796,44.87,0.0,0.05,1551,0.0,hamilton_19,FF,SAL
block,2,1796,32.48,0.0,0.03,1554,0.0,hamilton_20,SR,CIT
block,2,1796,920.12,0.0,0.51,1556,0.0,hamilton_20,SR,CIT
block,2,1796,1334.05,0.0,0.6,1557,0.0,hamilton_20,SR,CIT
block,2,1796,45.47,0.0,0.05,1558,0.0,hamilton_20,SIR,CIT
block,2,1796,23.65,0.0,0.03,1559,0.0,hamilton_20,SR,CIT
block,2,1796,1765.5,0.0,0.66,1560,0.0,hamilton_20,SR,CIT
block,2,1796,56.31,0.0,0.06,1562,0.0,hamilton_20,SR,CIT
block,2,1796,47.01,0.0,0.05,1563,0.0,hamilton_20,SIR,CIT
block,2,1796,39.79,0.0,0.04,1564,0.0,hamilton_20,SR,CIT
block,2,1796,838.82,0.0,0.48,1565,0.0,hamilton_20,SR,CIT
block,2,1796,31.52,0.0,0.03,1567,0.0,hamilton_20,SIR,CIT
block,2,1796,141.78,0.0,0.14,1568,0.0,hamilton_20,SIR,CIT
block,2,1796,84.13,0.0,0.09,1569,0.0,hamilton_20,SIR,CIT
block,2,1796,691.95,0.0,0.44,1570,0.0,hamilton_20,SR,CIT
block,2,1796,45.31,0.0,0.05,1572,0.0,hamilton_20,SR,CIT
block,2,1796,594.84,0.0,0.4,1573,0.0,hamilton_20,SR,CIT
block,2,1796,496.13,0.0,0.36,1574,0.0,hamilton_20,SR,CIT
block,2,1796,32.43,0.0,0.03,1575,0.0,hamilton_20,SR,CIT
block,2,1796,91.37,0.0,0.09,1577,0.0,hamilton_20,SR,CIT
block,2,1796,518.9,0.0,0.37,1578,0.0,hamilton_20,SIR,CIT
block,2,1796,35.78,0.0,0.04,1579,0.0,hamilton_20,SIR,CIT
block,2,1796,664.03,0.0,0.43,1580,0.0,hamilton_20,SIR,CIT
block,2,1796,3679.83,0.0,0.8,1581,0.0,hamilton_20,SR,CIT
block,2,1796,81.46,0.0,0.08,1582,0.0,hamilton_20,SR,CIT
block,2,1796,414.06,0.0,0.32,1584,0.0,hamilton_20,SIR,CIT
block,2,1796,374.25,0.0,0.29,1585,0.0,hamilton_20,SR,CIT
block,2,1796,43.65,0.0,0.05,1586,0.0,hamilton_20,SIR,CIT
block,2,1796,4020.69,0.0,0.82,1587,0.0,hamilton_20,SIR,CIT
block,2,1796,139.41,0.0,0.13,1588,0.0,hamilton_20,SR,CIT
block,2,1796,89.65,0.0,0.09,1589,0.0,hamilton_20,SIR,CIT
block,2,1796,128.61,0.0,0.13,1590,0.0,hamilton_20,SR,CIT
block,2,1796,70.88,0.0,0.07,1592,0.0,hamilton_20,SIR,CIT
block,2,1796,486.52,0.0,0.35,1593,0.0,hamilton_20,SR,CIT
block,2,1796,109.65,0.0,0.11,1594,0.0,hamilton_20,SIR,CIT
block,2,1796,59.91,0.0,0.06,1595,0.0,hamilton_20,SIR,CIT
block,2,1796,423.44,0.0,0.32,1596,0.0,hamilton_20,SR,CIT
block,2,1796,44.73,0.0,0.05,1598,0.0,hamilton_20,SR,CIT
block,2,1796,396.07,0.0,0.31,1600,0.0,hamilton_20,SIR,CIT
block,2,1796,63.34,0.0,0.07,1602,0.0,hamilton_20,SR,CIT
block,2,1796,92.5,0.0,0.09,1603,0.0,hamilton_20,SR,CIT
block,2,1796,38.54,0.0,0.04,1604,0.0,hamilton_20,SIR,CIT
block,2,1796,82.38,0.0,0.08,1605,0.0,hamilton_20,SIR,CIT
block,2,1796,342.23,0.0,0.28,1606,0.0,hamilton_20,SIR,CIT
block,2,1796,23.01,0.0,0.02,1609,0.0,hamilton_20,SR,CIT
block,2,1796,637.69,0.0,0.42,1610,0.0,hamilton_20,SIR,CIT
block,2,1796,482.22,0.0,0.35,1611,0.0,hamilton_20,SR,CIT
block,2,1796,311.14,0.0,0.26,2005,0.0,hamilton_25,SR,DIS
block,2,1796,204.44,0.0,0.19,2009,0.0,hamilton_25,SR,DIS
block,2,1796,319.44,0.0,0.26,2010,0.0,hamilton_25,SR,DIS
block,2,1796,68.55,0.0,0.07,2014,0.0,hamilton_25,SR,DIS
block,2,1796,208.76,0.0,0.19,2016,0.0,hamilton_25,FF,DIS
block,2,1796,238.88,0.0,0.21,2017,0.0,hamilton_25,SIR,DIS
block,2,1796,284.34,0.0,0.24,2018,0.0,hamilton_25,SIR,DIS
block,2,1796,162.78,0.0,0.15,2020,0.0,hamilton_25,FF,DIS
