A,B,mean(A),mean(B),diff,se,T,p-tukey,hedges,neuron_id,diff_inv,p_adj,sig,div_inv,response,session_name,neuron_type
1Pre,2Shock,-0.0,-0.16,0.16,0.05,3.18,0.0,0.18,1069,-0.16,0.0,False,-0.16,non responder,hamilton_01,SIR
1Pre,2Shock,-0.0,1.79,-1.79,0.06,-31.53,0.0,-1.82,1070,1.79,0.0,True,1.79,activated,hamilton_01,SIR
1Pre,2Shock,-0.0,1.42,-1.42,0.08,-18.13,0.0,-1.05,1071,1.42,0.0,True,1.42,activated,hamilton_01,FF
1Pre,2Shock,0.0,0.31,-0.31,0.07,-4.36,0.0,-0.25,1072,0.31,0.0,True,0.31,activated,hamilton_01,FF
1Pre,2Shock,0.0,-0.14,0.14,0.06,2.52,0.03,0.15,1074,-0.14,0.04,False,-0.14,non responder,hamilton_01,SIR
1Pre,2Shock,-0.0,-1.07,1.07,0.04,27.11,0.0,1.56,1075,-1.07,0.0,True,-1.07,inhibited,hamilton_01,SR
1Pre,2Shock,0.0,-0.23,0.23,0.08,2.86,0.01,0.17,1076,-0.23,0.01,True,-0.23,inhibited,hamilton_01,SIR
1Pre,2Shock,0.0,-0.16,0.16,0.05,2.94,0.01,0.17,1078,-0.16,0.01,False,-0.16,non responder,hamilton_01,SR
1Pre,2Shock,-0.0,-1.02,1.02,0.03,29.3,0.0,1.69,1079,-1.02,0.0,True,-1.02,inhibited,hamilton_01,SIR
1Pre,2Shock,0.0,3.91,-3.91,0.1,-39.54,0.0,-2.28,1082,3.91,0.0,True,3.91,activated,hamilton_01,SIR
1Pre,2Shock,0.0,-0.32,0.32,0.04,7.23,0.0,0.42,1084,-0.32,0.0,True,-0.32,inhibited,hamilton_01,SIR
1Pre,2Shock,0.0,1.54,-1.54,0.05,-29.75,0.0,-1.72,1085,1.54,0.0,True,1.54,activated,hamilton_01,SR
1Pre,2Shock,-0.0,-0.8,0.8,0.05,16.55,0.0,0.95,1087,-0.8,0.0,True,-0.8,inhibited,hamilton_01,SIR
1Pre,2Shock,0.0,-0.46,0.46,0.06,7.36,0.0,0.42,1088,-0.46,0.0,True,-0.46,inhibited,hamilton_02,SIR
1Pre,2Shock,0.0,1.09,-1.09,0.06,-16.78,0.0,-0.97,1093,1.09,0.0,True,1.09,activated,hamilton_02,SIR
1Pre,2Shock,-0.0,1.49,-1.49,0.07,-20.51,0.0,-1.18,1094,1.49,0.0,True,1.49,activated,hamilton_02,SIR
1Pre,2Shock,-0.0,11.16,-11.16,0.17,-63.89,0.0,-3.69,1095,11.16,0.0,True,11.16,activated,hamilton_02,SR
1Pre,2Shock,-0.0,1.18,-1.18,0.07,-17.93,0.0,-1.03,1098,1.18,0.0,True,1.18,activated,hamilton_02,SIR
1Pre,2Shock,-0.0,1.33,-1.33,0.06,-22.11,0.0,-1.28,1100,1.33,0.0,True,1.33,activated,hamilton_02,SR
1Pre,2Shock,-0.0,5.15,-5.15,0.09,-58.42,0.0,-3.37,1102,5.15,0.0,True,5.15,activated,hamilton_02,SIR
1Pre,2Shock,-0.0,0.01,-0.01,0.06,-0.11,0.99,-0.01,1105,0.01,0.99,False,0.01,non responder,hamilton_02,SIR
1Pre,2Shock,0.0,1.75,-1.75,0.08,-20.98,0.0,-1.21,1106,1.75,0.0,True,1.75,activated,hamilton_02,SR
1Pre,2Shock,0.0,0.57,-0.57,0.08,-6.78,0.0,-0.39,1107,0.57,0.0,True,0.57,activated,hamilton_02,SR
1Pre,2Shock,-0.0,-1.19,1.19,0.06,20.87,0.0,1.2,1111,-1.19,0.0,True,-1.19,inhibited,hamilton_02,SR
1Pre,2Shock,-0.0,-1.98,1.98,0.04,52.18,0.0,3.01,1114,-1.98,0.0,True,-1.98,inhibited,hamilton_12,FF
1Pre,2Shock,0.0,-0.6,0.6,0.06,10.35,0.0,0.6,1116,-0.6,0.0,True,-0.6,inhibited,hamilton_12,SR
1Pre,2Shock,0.0,-0.03,0.03,0.06,0.54,0.85,0.03,1119,-0.03,0.87,False,-0.03,non responder,hamilton_12,SIR
1Pre,2Shock,0.0,-0.81,0.81,0.06,14.5,0.0,0.84,1121,-0.81,0.0,True,-0.81,inhibited,hamilton_12,SR
1Pre,2Shock,0.0,1.11,-1.11,0.06,-17.66,0.0,-1.02,1123,1.11,0.0,True,1.11,activated,hamilton_12,FF
1Pre,2Shock,-0.0,0.12,-0.12,0.05,-2.52,0.03,-0.15,1124,0.12,0.03,False,0.12,non responder,hamilton_12,SIR
1Pre,2Shock,0.0,0.64,-0.64,0.08,-7.8,0.0,-0.45,1127,0.64,0.0,True,0.64,activated,hamilton_12,SR
1Pre,2Shock,-0.0,-0.2,0.2,0.04,5.45,0.0,0.31,1129,-0.2,0.0,True,-0.2,inhibited,hamilton_12,SR
1Pre,2Shock,-0.0,0.13,-0.13,0.05,-2.48,0.04,-0.14,1131,0.13,0.04,False,0.13,non responder,hamilton_12,SIR
1Pre,2Shock,0.0,-0.77,0.77,0.04,19.39,0.0,1.12,1136,-0.77,0.0,True,-0.77,inhibited,hamilton_12,SR
1Pre,2Shock,-0.0,0.48,-0.48,0.06,-7.46,0.0,-0.43,1137,0.48,0.0,True,0.48,activated,hamilton_12,SIR
1Pre,2Shock,0.0,0.5,-0.5,0.05,-9.49,0.0,-0.55,1138,0.5,0.0,True,0.5,activated,hamilton_12,SIR
1Pre,2Shock,-0.0,-0.45,0.45,0.06,7.52,0.0,0.43,1139,-0.45,0.0,True,-0.45,inhibited,hamilton_12,SIR
1Pre,2Shock,-0.0,0.21,-0.21,0.07,-3.14,0.0,-0.18,1140,0.21,0.01,True,0.21,activated,hamilton_12,SIR
1Pre,2Shock,-0.0,-0.77,0.77,0.06,13.26,0.0,0.77,1143,-0.77,0.0,True,-0.77,inhibited,hamilton_13,SR
1Pre,2Shock,0.0,-0.71,0.71,0.06,11.97,0.0,0.69,1144,-0.71,0.0,True,-0.71,inhibited,hamilton_13,FF
1Pre,2Shock,-0.0,-1.47,1.47,0.04,33.66,0.0,1.94,1145,-1.47,0.0,True,-1.47,inhibited,hamilton_13,SIR
1Pre,2Shock,0.0,-0.67,0.67,0.07,10.07,0.0,0.58,1146,-0.67,0.0,True,-0.67,inhibited,hamilton_13,FF
1Pre,2Shock,0.0,1.33,-1.33,0.07,-19.44,0.0,-1.12,1148,1.33,0.0,True,1.33,activated,hamilton_13,SR
1Pre,2Shock,-0.0,-4.42,4.42,0.05,89.21,0.0,5.15,1149,-4.42,0.0,True,-4.42,inhibited,hamilton_13,FF
1Pre,2Shock,-0.0,-2.04,2.04,0.04,48.88,0.0,2.82,1150,-2.04,0.0,True,-2.04,inhibited,hamilton_13,FF
1Pre,2Shock,-0.0,0.82,-0.82,0.1,-8.02,0.0,-0.46,1151,0.82,0.0,True,0.82,activated,hamilton_13,SR
1Pre,2Shock,-0.0,1.25,-1.25,0.09,-13.27,0.0,-0.77,1152,1.25,0.0,True,1.25,activated,hamilton_13,SR
1Pre,2Shock,0.0,-1.1,1.1,0.04,30.83,0.0,1.78,1153,-1.1,0.0,True,-1.1,inhibited,hamilton_13,SR
1Pre,2Shock,-0.0,-0.08,0.08,0.06,1.28,0.4,0.07,1154,-0.08,0.43,False,-0.08,non responder,hamilton_13,SR
1Pre,2Shock,0.0,2.58,-2.58,0.07,-35.49,0.0,-2.05,1157,2.58,0.0,True,2.58,activated,hamilton_13,SR
1Pre,2Shock,-0.0,2.31,-2.31,0.15,-14.96,0.0,-0.86,1159,2.31,0.0,True,2.31,activated,hamilton_13,SIR
1Pre,2Shock,0.0,-0.06,0.06,0.06,1.06,0.54,0.06,1166,-0.06,0.57,False,-0.06,non responder,hamilton_14,SR
1Pre,2Shock,-0.0,0.05,-0.05,0.05,-1.08,0.53,-0.06,1168,0.05,0.56,False,0.05,non responder,hamilton_14,SIR
1Pre,2Shock,-0.0,-0.94,0.94,0.06,15.21,0.0,0.88,1173,-0.94,0.0,True,-0.94,inhibited,hamilton_14,SR
1Pre,2Shock,-0.0,-0.98,0.98,0.07,14.63,0.0,0.84,1175,-0.98,0.0,True,-0.98,inhibited,hamilton_14,SR
1Pre,2Shock,0.0,0.09,-0.09,0.06,-1.47,0.3,-0.09,1176,0.09,0.33,False,0.09,non responder,hamilton_05,SR
1Pre,2Shock,-0.0,-0.04,0.04,0.4,0.1,0.99,0.01,1177,-0.04,0.99,False,-0.04,non responder,hamilton_05,SIR
1Pre,2Shock,0.0,-0.1,0.1,0.06,1.69,0.21,0.1,1178,-0.1,0.23,False,-0.1,non responder,hamilton_05,SR
1Pre,2Shock,-0.0,0.26,-0.26,0.07,-3.57,0.0,-0.21,1179,0.26,0.0,True,0.26,activated,hamilton_05,SIR
1Pre,2Shock,0.0,-0.57,0.57,0.07,8.02,0.0,0.46,1180,-0.57,0.0,True,-0.57,inhibited,hamilton_05,SIR
1Pre,2Shock,-0.0,-0.33,0.33,0.05,6.3,0.0,0.36,1181,-0.33,0.0,True,-0.33,inhibited,hamilton_05,SIR
1Pre,2Shock,0.0,0.21,-0.21,0.04,-5.03,0.0,-0.29,1182,0.21,0.0,True,0.21,activated,hamilton_05,SR
1Pre,2Shock,-0.0,0.11,-0.11,0.05,-2.05,0.1,-0.12,1183,0.11,0.11,False,0.11,non responder,hamilton_05,SR
1Pre,2Shock,0.0,-0.17,0.17,0.06,2.91,0.01,0.17,1184,-0.17,0.01,False,-0.17,non responder,hamilton_17,SR
1Pre,2Shock,-0.0,0.32,-0.32,0.05,-6.02,0.0,-0.35,1186,0.32,0.0,True,0.32,activated,hamilton_17,SR
1Pre,2Shock,-0.0,-0.07,0.07,0.06,1.22,0.44,0.07,1187,-0.07,0.47,False,-0.07,non responder,hamilton_17,SIR
1Pre,2Shock,0.0,0.63,-0.63,0.05,-11.78,0.0,-0.68,1190,0.63,0.0,True,0.63,activated,hamilton_17,SIR
1Pre,2Shock,0.0,0.18,-0.18,0.07,-2.68,0.02,-0.15,1191,0.18,0.02,False,0.18,non responder,hamilton_17,SIR
1Pre,2Shock,-0.0,-0.36,0.36,0.05,6.81,0.0,0.39,1192,-0.36,0.0,True,-0.36,inhibited,hamilton_17,SIR
1Pre,2Shock,-0.0,-1.48,1.48,0.06,23.58,0.0,1.36,1193,-1.48,0.0,True,-1.48,inhibited,hamilton_17,SR
1Pre,2Shock,-0.0,0.59,-0.59,0.06,-10.78,0.0,-0.62,1194,0.59,0.0,True,0.59,activated,hamilton_17,SIR
1Pre,2Shock,0.0,-0.59,0.59,0.06,10.67,0.0,0.62,1195,-0.59,0.0,True,-0.59,inhibited,hamilton_17,SIR
1Pre,2Shock,-0.0,-0.78,0.78,0.04,18.06,0.0,1.04,1196,-0.78,0.0,True,-0.78,inhibited,hamilton_17,SIR
1Pre,2Shock,0.0,-0.19,0.19,0.05,3.78,0.0,0.22,1197,-0.19,0.0,False,-0.19,non responder,hamilton_17,SIR
1Pre,2Shock,-0.0,-0.19,0.19,0.05,4.14,0.0,0.24,1198,-0.19,0.0,False,-0.19,non responder,hamilton_17,SIR
1Pre,2Shock,0.0,0.09,-0.09,0.06,-1.56,0.26,-0.09,1201,0.09,0.28,False,0.09,non responder,hamilton_17,SR
1Pre,2Shock,-0.0,-0.94,0.94,0.06,16.29,0.0,0.94,1202,-0.94,0.0,True,-0.94,inhibited,hamilton_17,SIR
1Pre,2Shock,-0.0,-0.21,0.21,0.05,4.42,0.0,0.25,1203,-0.21,0.0,True,-0.21,inhibited,hamilton_17,SIR
1Pre,2Shock,0.0,1.43,-1.43,0.07,-20.03,0.0,-1.16,1204,1.43,0.0,True,1.43,activated,hamilton_17,SR
1Pre,2Shock,-0.0,1.34,-1.34,0.08,-16.47,0.0,-0.95,1205,1.34,0.0,True,1.34,activated,hamilton_17,SR
1Pre,2Shock,0.0,-0.34,0.34,0.05,7.24,0.0,0.42,1208,-0.34,0.0,True,-0.34,inhibited,hamilton_17,SIR
1Pre,2Shock,0.0,-0.26,0.26,0.05,5.18,0.0,0.3,1209,-0.26,0.0,True,-0.26,inhibited,hamilton_17,SIR
1Pre,2Shock,0.0,-0.47,0.47,0.05,10.25,0.0,0.59,1210,-0.47,0.0,True,-0.47,inhibited,hamilton_17,SIR
1Pre,2Shock,-0.0,1.39,-1.39,0.07,-19.41,0.0,-1.12,1211,1.39,0.0,True,1.39,activated,hamilton_17,SR
1Pre,2Shock,-0.0,2.86,-2.86,0.12,-23.45,0.0,-1.35,1212,2.86,0.0,True,2.86,activated,hamilton_17,SIR
1Pre,2Shock,-0.0,0.83,-0.83,0.07,-12.8,0.0,-0.74,1214,0.83,0.0,True,0.83,activated,hamilton_17,SR
1Pre,2Shock,-0.0,0.87,-0.87,0.06,-13.46,0.0,-0.78,1215,0.87,0.0,True,0.87,activated,hamilton_17,SIR
1Pre,2Shock,0.0,0.92,-0.92,0.08,-10.85,0.0,-0.63,1216,0.92,0.0,True,0.92,activated,hamilton_17,SIR
1Pre,2Shock,-0.0,1.17,-1.17,0.1,-11.47,0.0,-0.66,1219,1.17,0.0,True,1.17,activated,hamilton_17,SR
1Pre,2Shock,0.0,0.68,-0.68,0.07,-9.29,0.0,-0.54,1220,0.68,0.0,True,0.68,activated,hamilton_18,SIR
1Pre,2Shock,-0.0,0.05,-0.05,0.07,-0.77,0.72,-0.04,1221,0.05,0.76,False,0.05,non responder,hamilton_18,SR
1Pre,2Shock,0.0,0.84,-0.84,0.07,-11.81,0.0,-0.68,1222,0.84,0.0,True,0.84,activated,hamilton_18,SR
1Pre,2Shock,0.0,-0.81,0.81,0.06,12.79,0.0,0.74,1224,-0.81,0.0,True,-0.81,inhibited,hamilton_18,SR
1Pre,2Shock,-0.0,0.31,-0.31,0.05,-6.17,0.0,-0.36,1226,0.31,0.0,True,0.31,activated,hamilton_18,SIR
1Pre,2Shock,-0.0,0.98,-0.98,0.08,-12.39,0.0,-0.71,1227,0.98,0.0,True,0.98,activated,hamilton_18,FF
1Pre,2Shock,-0.0,-0.66,0.66,0.08,8.21,0.0,0.47,1229,-0.66,0.0,True,-0.66,inhibited,hamilton_18,FF
1Pre,2Shock,0.0,1.75,-1.75,0.1,-17.62,0.0,-1.02,1230,1.75,0.0,True,1.75,activated,hamilton_18,FF
1Pre,2Shock,-0.0,3.1,-3.1,0.11,-27.44,0.0,-1.58,1231,3.1,0.0,True,3.1,activated,hamilton_18,SR
1Pre,2Shock,-0.0,-0.64,0.64,0.05,12.42,0.0,0.72,1232,-0.64,0.0,True,-0.64,inhibited,hamilton_18,SR
1Pre,2Shock,0.0,3.23,-3.23,0.08,-40.41,0.0,-2.33,1233,3.23,0.0,True,3.23,activated,hamilton_18,SR
1Pre,2Shock,0.0,0.08,-0.08,0.07,-1.19,0.46,-0.07,1234,0.08,0.49,False,0.08,non responder,hamilton_18,SR
1Pre,2Shock,-0.0,0.66,-0.66,0.07,-9.43,0.0,-0.54,1235,0.66,0.0,True,0.66,activated,hamilton_18,SR
1Pre,2Shock,-0.0,3.11,-3.11,0.06,-52.78,0.0,-3.05,1236,3.11,0.0,True,3.11,activated,hamilton_18,SIR
1Pre,2Shock,0.0,1.38,-1.38,0.07,-20.13,0.0,-1.16,1237,1.38,0.0,True,1.38,activated,hamilton_18,SR
1Pre,2Shock,0.0,1.53,-1.53,0.07,-20.89,0.0,-1.21,1238,1.53,0.0,True,1.53,activated,hamilton_18,FF
1Pre,2Shock,0.0,1.04,-1.04,0.07,-14.8,0.0,-0.85,1240,1.04,0.0,True,1.04,activated,hamilton_18,SIR
1Pre,2Shock,-0.0,0.65,-0.65,0.06,-10.77,0.0,-0.62,1241,0.65,0.0,True,0.65,activated,hamilton_18,SR
1Pre,2Shock,-0.0,0.96,-0.96,0.09,-10.48,0.0,-0.6,1242,0.96,0.0,True,0.96,activated,hamilton_18,SR
1Pre,2Shock,0.0,2.41,-2.41,0.07,-35.39,0.0,-2.04,1244,2.41,0.0,True,2.41,activated,hamilton_18,SIR
1Pre,2Shock,-0.0,2.75,-2.75,0.22,-12.34,0.0,-0.71,1245,2.75,0.0,True,2.75,activated,hamilton_18,SIR
1Pre,2Shock,-0.0,-0.41,0.41,0.05,8.7,0.0,0.5,1250,-0.41,0.0,True,-0.41,inhibited,hamilton_23,SIR
1Pre,2Shock,0.0,0.08,-0.08,0.06,-1.45,0.32,-0.08,1255,0.08,0.34,False,0.08,non responder,hamilton_23,SR
1Pre,2Shock,-0.0,-0.78,0.78,0.06,13.08,0.0,0.75,1261,-0.78,0.0,True,-0.78,inhibited,hamilton_23,SR
1Pre,2Shock,0.0,1.06,-1.06,0.07,-14.89,0.0,-0.86,1263,1.06,0.0,True,1.06,activated,hamilton_23,SIR
1Pre,2Shock,-0.0,0.47,-0.47,0.07,-6.8,0.0,-0.39,1264,0.47,0.0,True,0.47,activated,hamilton_23,SR
1Pre,2Shock,0.0,1.02,-1.02,0.06,-17.16,0.0,-0.99,1265,1.02,0.0,True,1.02,activated,hamilton_23,SIR
1Pre,2Shock,-0.0,0.21,-0.21,0.07,-3.03,0.01,-0.17,1266,0.21,0.01,True,0.21,activated,hamilton_23,SIR
1Pre,2Shock,0.0,-1.08,1.08,0.06,18.8,0.0,1.08,1267,-1.08,0.0,True,-1.08,inhibited,hamilton_23,SR
1Pre,2Shock,-0.0,-1.04,1.04,0.06,18.81,0.0,1.09,1269,-1.04,0.0,True,-1.04,inhibited,hamilton_23,SR
1Pre,2Shock,0.0,-0.68,0.68,0.06,11.31,0.0,0.65,1270,-0.68,0.0,True,-0.68,inhibited,hamilton_23,SR
1Pre,2Shock,-0.0,-0.91,0.91,0.06,16.21,0.0,0.94,1272,-0.91,0.0,True,-0.91,inhibited,hamilton_23,SIR
1Pre,2Shock,0.0,-0.3,0.3,0.05,5.96,0.0,0.34,1273,-0.3,0.0,True,-0.3,inhibited,hamilton_23,SIR
1Pre,2Shock,0.0,0.41,-0.41,0.06,-6.44,0.0,-0.37,1274,0.41,0.0,True,0.41,activated,hamilton_23,SR
1Pre,2Shock,-0.0,3.61,-3.61,0.08,-42.69,0.0,-2.46,1276,3.61,0.0,True,3.61,activated,hamilton_23,SR
1Pre,2Shock,-0.0,-0.58,0.58,0.06,10.49,0.0,0.61,1277,-0.58,0.0,True,-0.58,inhibited,hamilton_23,SIR
1Pre,2Shock,0.0,-0.42,0.42,0.06,7.24,0.0,0.42,1280,-0.42,0.0,True,-0.42,inhibited,hamilton_23,SIR
1Pre,2Shock,0.0,-0.56,0.56,0.05,11.27,0.0,0.65,1281,-0.56,0.0,True,-0.56,inhibited,hamilton_23,SIR
1Pre,2Shock,-0.0,0.49,-0.49,0.06,-7.67,0.0,-0.44,1283,0.49,0.0,True,0.49,activated,hamilton_23,SIR
1Pre,2Shock,0.0,-0.18,0.18,0.06,3.02,0.01,0.17,1284,-0.18,0.01,False,-0.18,non responder,hamilton_23,SR
1Pre,2Shock,-0.0,-2.28,2.28,0.04,62.37,0.0,3.6,1285,-2.28,0.0,True,-2.28,inhibited,hamilton_23,SR
1Pre,2Shock,-0.0,0.17,-0.17,0.06,-2.65,0.02,-0.15,1287,0.17,0.02,False,0.17,non responder,hamilton_23,SIR
1Pre,2Shock,-0.0,0.63,-0.63,0.07,-9.13,0.0,-0.53,1289,0.63,0.0,True,0.63,activated,hamilton_23,SR
1Pre,2Shock,0.0,0.68,-0.68,0.08,-8.7,0.0,-0.5,1291,0.68,0.0,True,0.68,activated,hamilton_23,SIR
1Pre,2Shock,0.0,0.18,-0.18,0.07,-2.67,0.02,-0.15,1292,0.18,0.02,False,0.18,non responder,hamilton_23,SR
1Pre,2Shock,0.0,-0.84,0.84,0.05,15.69,0.0,0.91,1294,-0.84,0.0,True,-0.84,inhibited,hamilton_23,SIR
1Pre,2Shock,-0.0,0.76,-0.76,0.06,-12.06,0.0,-0.7,1299,0.76,0.0,True,0.76,activated,hamilton_23,SIR
1Pre,2Shock,0.0,0.39,-0.39,0.06,-6.57,0.0,-0.38,1301,0.39,0.0,True,0.39,activated,hamilton_23,SR
1Pre,2Shock,0.0,0.96,-0.96,0.05,-17.85,0.0,-1.03,1302,0.96,0.0,True,0.96,activated,hamilton_23,SIR
1Pre,2Shock,-0.0,0.46,-0.46,0.05,-9.2,0.0,-0.53,1303,0.46,0.0,True,0.46,activated,hamilton_23,SIR
1Pre,2Shock,0.0,0.15,-0.15,0.06,-2.36,0.05,-0.14,1305,0.15,0.05,False,0.15,non responder,hamilton_23,SIR
1Pre,2Shock,0.0,-1.47,1.47,0.04,34.29,0.0,1.98,1312,-1.47,0.0,True,-1.47,inhibited,hamilton_23,SR
1Pre,2Shock,0.0,-0.44,0.44,0.05,9.65,0.0,0.56,1314,-0.44,0.0,True,-0.44,inhibited,hamilton_23,SIR
1Pre,2Shock,-0.0,0.24,-0.24,0.05,-4.51,0.0,-0.26,1315,0.24,0.0,True,0.24,activated,hamilton_23,SR
1Pre,2Shock,-0.0,-0.62,0.62,0.06,10.63,0.0,0.61,1316,-0.62,0.0,True,-0.62,inhibited,hamilton_23,SR
1Pre,2Shock,-0.0,1.43,-1.43,0.07,-21.25,0.0,-1.23,1317,1.43,0.0,True,1.43,activated,hamilton_23,SR
1Pre,2Shock,-0.0,0.33,-0.33,0.07,-4.84,0.0,-0.28,1318,0.33,0.0,True,0.33,activated,hamilton_23,SIR
1Pre,2Shock,0.0,0.53,-0.53,0.07,-7.64,0.0,-0.44,1319,0.53,0.0,True,0.53,activated,hamilton_23,SIR
1Pre,2Shock,-0.0,1.07,-1.07,0.06,-16.73,0.0,-0.97,1320,1.07,0.0,True,1.07,activated,hamilton_23,SR
1Pre,2Shock,0.0,-0.95,0.95,0.05,17.65,0.0,1.02,1321,-0.95,0.0,True,-0.95,inhibited,hamilton_23,SR
1Pre,2Shock,-0.0,0.4,-0.4,0.05,-7.47,0.0,-0.43,1322,0.4,0.0,True,0.4,activated,hamilton_23,SR
1Pre,2Shock,0.0,1.21,-1.21,0.06,-19.25,0.0,-1.11,1329,1.21,0.0,True,1.21,activated,hamilton_23,SR
1Pre,2Shock,-0.0,-1.73,1.73,0.06,30.65,0.0,1.77,1330,-1.73,0.0,True,-1.73,inhibited,hamilton_23,FF
1Pre,2Shock,0.0,0.59,-0.59,0.06,-9.67,0.0,-0.56,1331,0.59,0.0,True,0.59,activated,hamilton_23,SR
1Pre,2Shock,0.0,0.94,-0.94,0.05,-17.15,0.0,-0.99,1332,0.94,0.0,True,0.94,activated,hamilton_23,SR
1Pre,2Shock,0.0,-0.51,0.51,0.05,9.92,0.0,0.57,1333,-0.51,0.0,True,-0.51,inhibited,hamilton_23,SIR
1Pre,2Shock,-0.0,0.24,-0.24,0.06,-3.98,0.0,-0.23,1334,0.24,0.0,True,0.24,activated,hamilton_23,SR
1Pre,2Shock,-0.0,0.44,-0.44,0.05,-8.39,0.0,-0.48,1336,0.44,0.0,True,0.44,activated,hamilton_23,SR
1Pre,2Shock,0.0,-1.17,1.17,0.05,23.99,0.0,1.38,1338,-1.17,0.0,True,-1.17,inhibited,hamilton_23,FF
1Pre,2Shock,-0.0,-0.14,0.14,0.07,2.01,0.11,0.12,1339,-0.14,0.12,False,-0.14,non responder,hamilton_23,SIR
1Pre,2Shock,0.0,0.32,-0.32,0.06,-4.97,0.0,-0.29,1341,0.32,0.0,True,0.32,activated,hamilton_23,SR
1Pre,2Shock,0.0,0.56,-0.56,0.06,-10.07,0.0,-0.58,1342,0.56,0.0,True,0.56,activated,hamilton_23,SIR
1Pre,2Shock,-0.0,0.71,-0.71,0.06,-11.55,0.0,-0.67,1343,0.71,0.0,True,0.71,activated,hamilton_23,SIR
1Pre,2Shock,0.0,0.96,-0.96,0.04,-23.81,0.0,-1.37,1345,0.96,0.0,True,0.96,activated,hamilton_23,SIR
1Pre,2Shock,-0.0,-0.37,0.37,0.05,7.24,0.0,0.42,1347,-0.37,0.0,True,-0.37,inhibited,hamilton_23,SIR
1Pre,2Shock,0.0,1.2,-1.2,0.07,-17.11,0.0,-0.99,1349,1.2,0.0,True,1.2,activated,hamilton_23,SR
1Pre,2Shock,0.0,0.85,-0.85,0.06,-13.33,0.0,-0.77,1350,0.85,0.0,True,0.85,activated,hamilton_07,SIR
1Pre,2Shock,-0.0,-0.65,0.65,0.04,18.39,0.0,1.06,1353,-0.65,0.0,True,-0.65,inhibited,hamilton_07,SIR
1Pre,2Shock,0.0,6.17,-6.17,0.1,-62.67,0.0,-3.62,1354,6.17,0.0,True,6.17,activated,hamilton_07,SIR
1Pre,2Shock,0.0,-0.08,0.08,0.06,1.5,0.29,0.09,1356,-0.08,0.31,False,-0.08,non responder,hamilton_07,SR
1Pre,2Shock,-0.0,0.06,-0.06,0.04,-1.64,0.23,-0.09,1357,0.06,0.25,False,0.06,non responder,hamilton_07,SR
1Pre,2Shock,0.0,-0.59,0.59,0.16,3.62,0.0,0.21,1361,-0.59,0.0,True,-0.59,inhibited,hamilton_07,SR
1Pre,2Shock,0.0,0.73,-0.73,0.05,-14.38,0.0,-0.83,1363,0.73,0.0,True,0.73,activated,hamilton_07,SR
1Pre,2Shock,-0.0,3.65,-3.65,0.12,-31.58,0.0,-1.82,1364,3.65,0.0,True,3.65,activated,hamilton_07,SR
1Pre,2Shock,-0.0,2.16,-2.16,0.07,-32.87,0.0,-1.9,1366,2.16,0.0,True,2.16,activated,hamilton_07,SR
1Pre,2Shock,0.0,-0.26,0.26,0.04,6.25,0.0,0.36,1367,-0.26,0.0,True,-0.26,inhibited,hamilton_07,SR
1Pre,2Shock,-0.0,10.05,-10.05,0.19,-53.8,0.0,-3.1,1368,10.05,0.0,True,10.05,activated,hamilton_07,SIR
1Pre,2Shock,-0.0,-1.07,1.07,0.06,17.67,0.0,1.02,1369,-1.07,0.0,True,-1.07,inhibited,hamilton_07,FF
1Pre,2Shock,0.0,0.77,-0.77,0.07,-10.57,0.0,-0.61,1370,0.77,0.0,True,0.77,activated,hamilton_07,SIR
1Pre,2Shock,0.0,-1.01,1.01,0.03,30.15,0.0,1.74,1371,-1.01,0.0,True,-1.01,inhibited,hamilton_07,SR
1Pre,2Shock,-0.0,0.21,-0.21,0.05,-3.99,0.0,-0.23,1373,0.21,0.0,True,0.21,activated,hamilton_07,SR
1Pre,2Shock,0.0,0.59,-0.59,0.08,-7.78,0.0,-0.45,1378,0.59,0.0,True,0.59,activated,hamilton_07,SR
1Pre,2Shock,0.0,3.42,-3.42,0.06,-54.89,0.0,-3.17,1379,3.42,0.0,True,3.42,activated,hamilton_07,SR
1Pre,2Shock,0.0,1.2,-1.2,0.07,-18.0,0.0,-1.04,1380,1.2,0.0,True,1.2,activated,hamilton_07,SIR
1Pre,2Shock,-0.0,2.52,-2.52,0.09,-29.09,0.0,-1.68,1383,2.52,0.0,True,2.52,activated,hamilton_07,FF
1Pre,2Shock,0.0,-0.39,0.39,0.09,4.44,0.0,0.26,1384,-0.39,0.0,True,-0.39,inhibited,hamilton_07,FF
1Pre,2Shock,-0.0,3.92,-3.92,0.09,-43.83,0.0,-2.53,1385,3.92,0.0,True,3.92,activated,hamilton_07,SR
1Pre,2Shock,-0.0,2.83,-2.83,0.05,-52.98,0.0,-3.06,1386,2.83,0.0,True,2.83,activated,hamilton_07,FF
1Pre,2Shock,0.0,2.66,-2.66,0.06,-41.19,0.0,-2.38,1387,2.66,0.0,True,2.66,activated,hamilton_07,SIR
1Pre,2Shock,-0.0,-0.42,0.42,0.04,9.74,0.0,0.56,1389,-0.42,0.0,True,-0.42,inhibited,hamilton_07,SR
1Pre,2Shock,0.0,-1.11,1.11,0.03,33.17,0.0,1.91,1391,-1.11,0.0,True,-1.11,inhibited,hamilton_07,SR
