n_neurons,pop_score,session_name
21,0.7419981471715554,hamilton_19
22,0.7405701052803682,hamilton_19
23,0.7491980979100255,hamilton_19
24,0.8024680584487468,hamilton_19
25,0.7500660634579575,hamilton_19
26,0.7461869857713562,hamilton_19
27,0.7642823569078334,hamilton_19
28,0.7514336731635385,hamilton_19
29,0.7286797464184486,hamilton_19
30,0.7784203372069475,hamilton_19
1,0.3913418530114517,hamilton_20
2,0.44922193634441926,hamilton_20
3,0.43258060575407287,hamilton_20
4,0.43299509567976335,hamilton_20
5,0.45594034818597995,hamilton_20
6,0.46960504790750246,hamilton_20
7,0.5721558551551575,hamilton_20
8,0.4273744973959202,hamilton_20
9,0.46398809056219614,hamilton_20
10,0.4646090736928164,hamilton_20
11,0.4427443339623272,hamilton_20
12,0.523301678867532,hamilton_20
13,0.6425675716136039,hamilton_20
14,0.6464926023515618,hamilton_20
15,0.6298667585748218,hamilton_20
16,0.6760099918762011,hamilton_20
17,0.5954613948051506,hamilton_20
18,0.5829415835956947,hamilton_20
19,0.5147672763736835,hamilton_20
20,0.7131343264303619,hamilton_20
21,0.6989190516449625,hamilton_20
22,0.6047762301950499,hamilton_20
23,0.6936008073204973,hamilton_20
24,0.6831968770032745,hamilton_20
25,0.6914771884775336,hamilton_20
26,0.6837624777674325,hamilton_20
27,0.6272929623740483,hamilton_20
28,0.6878165962028362,hamilton_20
29,0.6236823476523459,hamilton_20
30,0.6654635810762162,hamilton_20
